2theta,intensity,,,,
71.48,18.4375,,,,
71.56,20,,,,
71.64,18.75,,,,
71.72,20.3125,,,,
71.8,18.2292,,,,
71.88,19.375,,,,
71.96,21.6667,,,,
72.04,15.3125,,,,
72.12,22.3958,,,,
72.2,18.125,,,,
72.28,21.25,,,,
72.36,22.0833,,,,
72.44,22.3958,,,,
72.52,27.2917,,,,
72.6,27.6042,,,,
72.68,30.3125,,,,
72.76,33.6458,,,,
72.84,33.9583,,,,
72.92,38.125,,,,
73,40.2083,,,,
73.08,40.3125,,,,
73.16,40.5208,,,,
73.24,41.1458,,,,
73.32,39.0625,,,,
73.4,34.4792,,,,
73.48,34.1667,,,,
73.56,31.7708,,,,
73.64,26.3542,,,,
73.72,30.1042,,,,
73.8,24.4792,,,,
73.88,21.4583,,,,
73.96,20.3125,,,,
74.04,21.5625,,,,
74.12,17.2917,,,,
74.2,17.3958,,,,
74.28,16.7708,,,,
74.36,14.6875,,,,
74.44,13.75,,,,
74.52,12.8125,,,,
74.6,14.2708,,,,
74.68,12.9167,,,,
74.76,13.0208,,,,
74.84,13.125,,,,
74.92,12.3958,,,,
75,11.6667,,,,
75.08,11.4583,,,,
75.16,10.2083,,,,
75.24,12.7083,,,,
75.32,10.4167,,,,
75.4,9.79167,,,,
75.48,10.625,,,,
75.56,9.16667,,,,
75.64,10,,,,
75.72,10.4167,,,,
75.8,9.27083,,,,
75.88,9.0625,,,,
75.96,8.75,,,,
76.04,11.1458,,,,
76.12,10.5208,,,,
76.2,10.5208,,,,
76.28,10.5208,,,,
76.36,10.8333,,,,
76.44,9.79167,,,,
76.52,10.3125,,,,
76.6,13.6458,,,,
76.68,12.2917,,,,
76.76,12.3958,,,,
76.84,12.2917,,,,
76.92,13.8542,,,,
77,13.6458,,,,
77.08,13.4375,,,,
77.16,18.3333,,,,
77.24,17.8125,,,,
77.32,18.75,,,,
77.4,17.8125,,,,
77.48,17.1875,,,,
77.56,18.9583,,,,
77.64,19.8958,,,,
77.72,20.1042,,,,
77.8,21.25,,,,
77.88,16.1458,,,,
77.96,18.75,,,,
78.04,18.0208,,,,
78.12,16.6667,,,,
78.2,20.8333,,,,
78.28,18.8542,,,,
78.36,16.5625,,,,
78.44,18.6458,,,,
78.52,18.0208,,,,
78.6,20.625,,,,
78.68,20.3125,,,,
78.76,20.4167,,,,
78.84,22.2917,,,,
78.92,20.3125,,,,
79,18.3333,,,,
79.08,19.1667,,,,
79.16,19.6875,,,,
79.24,18.6458,,,,
79.32,16.5625,,,,
79.4,17.1875,,,,
79.48,15.9375,,,,
79.56,16.3542,,,,
79.64,13.0208,,,,
79.72,13.5417,,,,
79.8,13.125,,,,
79.88,13.0208,,,,
79.96,13.5417,,,,
80.04,13.125,,,,
