2theta,intensity,,,,
38.88,252.083,,,,
38.92,231.25,,,,
38.96,214.583,,,,
39,233.333,,,,
39.04,218.75,,,,
39.08,239.583,,,,
39.12,202.083,,,,
39.16,222.917,,,,
39.2,247.917,,,,
39.24,193.75,,,,
39.28,227.083,,,,
39.32,264.583,,,,
39.36,189.583,,,,
39.4,220.833,,,,
39.44,214.583,,,,
39.48,204.167,,,,
39.52,206.25,,,,
39.56,197.917,,,,
39.6,193.75,,,,
39.64,229.167,,,,
39.68,239.583,,,,
39.72,210.417,,,,
39.76,212.5,,,,
39.8,195.833,,,,
39.84,197.917,,,,
39.88,227.083,,,,
39.92,214.583,,,,
39.96,243.75,,,,
40,220.833,,,,
40.04,214.583,,,,
40.08,191.667,,,,
40.12,233.333,,,,
40.16,214.583,,,,
40.2,202.083,,,,
40.24,243.75,,,,
40.28,218.75,,,,
40.32,177.083,,,,
40.36,195.833,,,,
40.4,227.083,,,,
40.44,243.75,,,,
40.48,208.333,,,,
40.52,210.417,,,,
40.56,214.583,,,,
40.6,175,,,,
40.64,210.417,,,,
40.68,218.75,,,,
40.72,202.083,,,,
40.76,200,,,,
40.8,189.583,,,,
40.84,220.833,,,,
40.88,218.75,,,,
40.92,204.167,,,,
40.96,266.667,,,,
41,233.333,,,,
41.04,204.167,,,,
41.08,193.75,,,,
41.12,235.417,,,,
41.16,214.583,,,,
41.2,177.083,,,,
41.24,210.417,,,,
41.28,227.083,,,,
41.32,175,,,,
41.36,214.583,,,,
41.4,216.667,,,,
41.44,231.25,,,,
41.48,177.083,,,,
41.52,210.417,,,,
41.56,243.75,,,,
41.6,231.25,,,,
41.64,229.167,,,,
41.68,181.25,,,,
41.72,229.167,,,,
41.76,225,,,,
41.8,218.75,,,,
41.84,204.167,,,,
41.88,218.75,,,,
41.92,245.833,,,,
41.96,218.75,,,,
42,227.083,,,,
42.04,254.167,,,,
42.08,197.917,,,,
42.12,191.667,,,,
42.16,252.083,,,,
42.2,250,,,,
42.24,270.833,,,,
42.28,247.917,,,,
42.32,260.417,,,,
42.36,237.5,,,,
42.4,227.083,,,,
42.44,206.25,,,,
42.48,216.667,,,,
42.52,220.833,,,,
42.56,235.417,,,,
42.6,212.5,,,,
42.64,245.833,,,,
42.68,264.583,,,,
42.72,243.75,,,,
42.76,247.917,,,,
42.8,252.083,,,,
42.84,239.583,,,,
42.88,235.417,,,,
42.92,237.5,,,,
42.96,218.75,,,,
43,275,,,,
43.04,225,,,,
43.08,197.917,,,,
43.12,241.667,,,,
43.16,252.083,,,,
43.2,200,,,,
43.24,183.333,,,,
43.28,206.25,,,,
43.32,212.5,,,,
43.36,245.833,,,,
43.4,218.75,,,,
43.44,208.333,,,,
43.48,220.833,,,,
43.52,233.333,,,,
43.56,243.75,,,,
43.6,262.5,,,,
43.64,243.75,,,,
43.68,237.5,,,,
43.72,227.083,,,,
43.76,216.667,,,,
43.8,195.833,,,,
43.84,200,,,,
43.88,239.583,,,,
43.92,220.833,,,,
43.96,200,,,,
44,204.167,,,,
44.04,195.833,,,,
44.08,231.25,,,,
44.12,220.833,,,,
44.16,220.833,,,,
44.2,247.917,,,,
44.24,247.917,,,,
44.28,237.5,,,,
44.32,214.583,,,,
44.36,239.583,,,,
44.4,200,,,,
44.44,214.583,,,,
44.48,250,,,,
44.52,252.083,,,,
44.56,229.167,,,,
44.6,204.167,,,,
44.64,252.083,,,,
44.68,216.667,,,,
44.72,206.25,,,,
44.76,275,,,,
44.8,227.083,,,,
44.84,177.083,,,,
44.88,227.083,,,,
44.92,264.583,,,,
44.96,237.5,,,,
45,233.333,,,,
45.04,216.667,,,,
45.08,272.917,,,,
45.12,231.25,,,,
45.16,241.667,,,,
45.2,235.417,,,,
45.24,220.833,,,,
45.28,239.583,,,,
45.32,212.5,,,,
45.36,250,,,,
45.4,218.75,,,,
45.44,264.583,,,,
45.48,243.75,,,,
45.52,237.5,,,,
45.56,233.333,,,,
45.6,222.917,,,,
45.64,229.167,,,,
45.68,181.25,,,,
45.72,235.417,,,,
45.76,256.25,,,,
45.8,218.75,,,,
45.84,243.75,,,,
45.88,237.5,,,,
45.92,250,,,,
45.96,241.667,,,,
46,237.5,,,,
46.04,256.25,,,,
46.08,222.917,,,,
46.12,216.667,,,,
46.16,241.667,,,,
46.2,237.5,,,,
46.24,218.75,,,,
46.28,193.75,,,,
46.32,216.667,,,,
46.36,208.333,,,,
46.4,231.25,,,,
46.44,235.417,,,,
46.48,233.333,,,,
46.52,239.583,,,,
46.56,227.083,,,,
46.6,237.5,,,,
46.64,241.667,,,,
46.68,258.333,,,,
46.72,222.917,,,,
46.76,218.75,,,,
46.8,220.833,,,,
46.84,229.167,,,,
46.88,233.333,,,,
46.92,220.833,,,,
46.96,233.333,,,,
47,247.917,,,,
47.04,222.917,,,,
47.08,187.5,,,,
47.12,245.833,,,,
47.16,197.917,,,,
47.2,214.583,,,,
47.24,243.75,,,,
47.28,191.667,,,,
47.32,252.083,,,,
47.36,200,,,,
47.4,229.167,,,,
47.44,216.667,,,,
47.48,239.583,,,,
47.52,191.667,,,,
47.56,222.917,,,,
47.6,202.083,,,,
47.64,237.5,,,,
47.68,179.167,,,,
47.72,212.5,,,,
47.76,197.917,,,,
47.8,195.833,,,,
47.84,220.833,,,,
47.88,183.333,,,,
47.92,208.333,,,,
47.96,208.333,,,,
48,210.417,,,,
48.04,168.75,,,,
48.08,210.417,,,,
48.12,254.167,,,,
48.16,233.333,,,,
48.2,233.333,,,,
48.24,204.167,,,,
48.28,239.583,,,,
48.32,195.833,,,,
48.36,237.5,,,,
48.4,175,,,,
48.44,220.833,,,,
48.48,222.917,,,,
48.52,237.5,,,,
48.56,214.583,,,,
48.6,212.5,,,,
48.64,229.167,,,,
48.68,202.083,,,,
48.72,210.417,,,,
48.76,220.833,,,,
48.8,193.75,,,,
48.84,218.75,,,,
48.88,218.75,,,,
48.92,233.333,,,,
48.96,210.417,,,,
49,231.25,,,,
49.04,177.083,,,,
49.08,197.917,,,,
49.12,227.083,,,,
49.16,185.417,,,,
49.2,204.167,,,,
49.24,222.917,,,,
49.28,220.833,,,,
49.32,204.167,,,,
49.36,218.75,,,,
49.4,185.417,,,,
49.44,195.833,,,,
49.48,200,,,,
49.52,243.75,,,,
49.56,262.5,,,,
49.6,200,,,,
49.64,187.5,,,,
49.68,206.25,,,,
49.72,256.25,,,,
49.76,229.167,,,,
49.8,212.5,,,,
49.84,216.667,,,,
49.88,214.583,,,,
49.92,220.833,,,,
49.96,177.083,,,,
50,227.083,,,,
