2theta,intensity,,,,
43.04,238.333,,,,
43.08,245.417,,,,
43.12,238.333,,,,
43.16,225.417,,,,
43.2,237.917,,,,
43.24,241.25,,,,
43.28,242.5,,,,
43.32,239.583,,,,
43.36,213.333,,,,
43.4,227.083,,,,
43.44,236.25,,,,
43.48,227.083,,,,
43.52,245.417,,,,
43.56,226.667,,,,
43.6,230.417,,,,
43.64,241.667,,,,
43.68,219.583,,,,
43.72,227.5,,,,
43.76,237.917,,,,
43.8,235.833,,,,
43.84,231.667,,,,
43.88,222.083,,,,
43.92,230.417,,,,
43.96,230,,,,
44,237.083,,,,
44.04,232.917,,,,
44.08,229.167,,,,
44.12,245.833,,,,
44.16,235.833,,,,
44.2,223.75,,,,
44.24,230.833,,,,
44.28,224.583,,,,
44.32,236.667,,,,
44.36,225.417,,,,
44.4,231.25,,,,
44.44,235.417,,,,
44.48,213.333,,,,
44.52,232.917,,,,
44.56,236.667,,,,
44.6,227.917,,,,
44.64,221.667,,,,
44.68,216.667,,,,
44.72,246.25,,,,
44.76,219.583,,,,
44.8,235.833,,,,
44.84,215.417,,,,
44.88,237.083,,,,
44.92,225,,,,
44.96,222.083,,,,
45,230.417,,,,
45.04,218.75,,,,
45.08,227.917,,,,
45.12,235.833,,,,
45.16,223.333,,,,
45.2,229.167,,,,
45.24,229.583,,,,
45.28,238.333,,,,
45.32,231.25,,,,
45.36,227.083,,,,
45.4,227.5,,,,
45.44,203.333,,,,
45.48,222.917,,,,
45.52,238.75,,,,
45.56,237.083,,,,
45.6,221.667,,,,
45.64,217.5,,,,
45.68,236.667,,,,
45.72,217.917,,,,
45.76,228.333,,,,
45.8,219.583,,,,
45.84,236.25,,,,
45.88,227.083,,,,
45.92,231.667,,,,
45.96,222.917,,,,
46,215,,,,
46.04,224.167,,,,
46.08,221.25,,,,
46.12,221.667,,,,
46.16,227.917,,,,
46.2,220.833,,,,
46.24,203.75,,,,
46.28,200.833,,,,
46.32,230,,,,
46.36,212.917,,,,
46.4,228.75,,,,
46.44,225.417,,,,
46.48,222.083,,,,
46.52,213.333,,,,
46.56,218.333,,,,
46.6,228.333,,,,
46.64,227.083,,,,
46.68,229.583,,,,
46.72,227.917,,,,
46.76,218.333,,,,
46.8,233.75,,,,
46.84,217.5,,,,
46.88,213.333,,,,
46.92,230,,,,
46.96,225.417,,,,
47,226.667,,,,
47.04,228.75,,,,
47.08,205,,,,
47.12,223.75,,,,
47.16,220.833,,,,
47.2,205.833,,,,
47.24,212.083,,,,
47.28,227.917,,,,
47.32,213.333,,,,
47.36,225.417,,,,
47.4,235.417,,,,
47.44,213.333,,,,
47.48,221.25,,,,
47.52,214.583,,,,
47.56,220.833,,,,
47.6,212.5,,,,
47.64,223.75,,,,
47.68,218.333,,,,
47.72,219.583,,,,
47.76,215,,,,
47.8,220.833,,,,
47.84,207.5,,,,
47.88,203.75,,,,
47.92,228.333,,,,
47.96,220,,,,
48,218.75,,,,
48.04,212.083,,,,
48.08,208.75,,,,
48.12,210.417,,,,
48.16,229.583,,,,
48.2,217.5,,,,
48.24,213.333,,,,
48.28,223.75,,,,
48.32,244.583,,,,
48.36,224.167,,,,
48.4,231.667,,,,
48.44,214.583,,,,
48.48,230.833,,,,
48.52,215.833,,,,
48.56,215.417,,,,
48.6,229.583,,,,
48.64,221.25,,,,
48.68,232.5,,,,
48.72,217.5,,,,
48.76,207.5,,,,
48.8,231.25,,,,
48.84,224.167,,,,
48.88,232.083,,,,
48.92,209.167,,,,
48.96,217.917,,,,
49,212.5,,,,
49.04,237.917,,,,
49.08,216.667,,,,
49.12,221.25,,,,
49.16,223.75,,,,
49.2,223.75,,,,
49.24,213.75,,,,
49.28,210.417,,,,
49.32,220.833,,,,
49.36,211.25,,,,
49.4,199.167,,,,
49.44,237.917,,,,
49.48,197.5,,,,
49.52,219.583,,,,
49.56,225,,,,
49.6,224.167,,,,
49.64,212.5,,,,
49.68,212.5,,,,
49.72,219.167,,,,
49.76,215,,,,
49.8,202.083,,,,
49.84,214.167,,,,
49.88,221.667,,,,
49.92,217.083,,,,
49.96,222.083,,,,
50,250.417,,,,
