0,0.13731648,0.25068808,0.27667189,0.27766493,0.29064596,0.29217082,
1,0.13580859,0.28413507,0.29719397,
2,0.13480228,0.1358171,0.27667618,0.29714945,
3,0.13379171,0.25871471,0.26372012,0.29062372,
4,0.13282762,0.24566805,0.27114809,
5,0.1323082,0.25870731,0.28267133,
6,0.13231456,0.27116305,0.28312877,
7,0.13134424,0.22968319,0.23121232,
8,0.13183738,0.29064596,0.29710174,
9,0.13137104,0.25870305,
10,0.13131373,0.24420762,0.25715849,
11,0.13133998,0.23921733,
12,0.13134019,0.27069443,
13,0.13132966,0.2706849,0.27813637,0.28416798,
14,0.13134125,
15,0.13083212,0.27115765,0.28917733,
16,0.13084696,
17,0.13129891,0.22520615,0.2442182,0.25714365,
18,0.13130829,0.23920776,
19,0.13085435,0.21772607,0.21922696,0.25216931,
20,0.13129768,0.25870109,0.27019453,0.28413296,
21,0.13083211,0.23918869,0.28263965,
22,0.13085862,0.23321365,0.23417403,0.29066402,
23,0.13032497,0.24416517,0.25866604,0.2961328,0.29715472,
24,0.13082469,0.2012516,0.25067854,
25,0.13032295,0.23323272,0.25869149,0.26368165,0.26514637,
26,0.12980711,0.2576949,0.2791501,0.29612216,
27,0.12977628,0.22070065,0.26415595,
28,0.12977235,0.2251998,0.23917809,0.24415138,0.27105707,0.29059824,
29,0.12976693,0.24469525,0.29708263,
30,0.12931468,0.19471206,0.21918346,0.2202021,0.23314895,0.2716085,0.27767879,
31,0.12975512,0.24565649,0.26516119,0.2715894,0.28911898,0.2935856,
32,0.12934966,0.19472161,0.22017875,0.22518286,0.25068828,0.28463838,
33,0.12930831,0.25065002,0.26962355,
34,0.12931043,0.20675549,0.24572027,0.25220418,0.25668857,0.25816929,0.29717276,
