35,0.1221493,
36,0.12011693,
37,0.1166749,
38,0.11612947,
39,0.11563592,
40,0.1146103,
41,0.11314655,
42,0.1131359,0.11210494,
43,0.11261544,
44,0.11063906,
45,0.11060641,
46,0.11066947,
47,0.10965384,
48,0.1101075,
49,0.10915134,
50,0.10912229,
51,0.10914785,
52,0.10813514,
53,0.10765264,
54,0.10769056,
55,0.10667162,
56,0.10763582,
57,0.10710337,
58,0.1066284,
59,0.10663692,0.1056685,
60,0.1061594,
61,0.10612361,0.1051424,
62,0.10461708,
63,0.10361968,
64,0.10410088,
65,0.10311736,
66,0.10363477,
67,0.10364985,
68,0.10366034,
69,0.10415848,
