35,0.028483801,
36,0.02251159,
37,0.018369643,
38,0.014405844,
39,0.014436594,
40,0.004390304,
41,-0.0035839544,
42,0.0044433242,
43,0.0044146935,
44,-0.0096017634,
45,-0.011669557,
46,-0.0056411433,
47,-0.0076198629,
48,-0.01162396,
49,-0.021666013,
50,-0.023627767,
51,-0.009615548,
52,-0.021654349,
53,-0.027601114,
54,-0.02165965,
55,-0.031624295,
56,-0.025697682,
57,-0.023674425,
58,-0.025665868,
59,-0.031630658,
60,-0.029642398,
61,-0.031632785,
62,-0.027689125,
63,-0.039678089,
64,-0.039719444,
65,-0.045663022,
66,-0.045610007,
67,-0.037653767,
68,-0.043635529,
69,-0.031660352,
