0,0.19248627,
1,0.19005053,
2,0.18888088,
3,0.18770382,
4,0.18529777,
5,0.18889892,
6,0.190024,
7,0.18524687,
8,0.18407089,
9,0.1888883,
10,0.19006747,
11,0.18526597,
12,0.18767202,
13,0.18764338,
14,0.1924725,
15,0.19247884,
16,0.18649817,
17,0.19005689,
18,0.19365059,
19,0.19129014,
20,0.19605772,
21,0.19244492,
22,0.19125833,
23,0.19243537,
24,0.19488384,
25,0.19364212,
26,0.19487853,
27,0.19002931,
28,0.19722098,
29,0.19484037,
30,0.19843093,
31,0.19841078,
32,0.19484781,
33,0.19727719,
34,0.19245553,
