35,0.11418477,
36,0.11111799,
37,0.10864743,
38,0.10761747,
39,0.10664129,
40,0.10517655,0.10418315,
41,0.10314985,
42,0.10465618,0.10367243,
43,0.10365057,
44,0.10217684,
45,0.10113406,
46,0.10263423,
47,0.10164763,
48,0.10168632,
49,0.099652275,
50,0.099143587,
51,0.1016502,
52,0.099652283,0.098691374,
53,0.098129563,
54,0.099145897,
55,0.097138792,
56,0.097668707,
57,0.098158449,
58,0.097654253,
59,0.096600324,
60,0.096639015,
61,0.096690096,
62,0.09711694,0.096105345,
63,0.094141677,
64,0.094584353,
65,0.0936516,
66,0.0936516,
67,0.094620772,
68,0.094655938,
69,0.095646203,
