35,0.044281736,
36,0.039464306,
37,0.037886422,
38,0.034626737,
39,0.034653243,
40,0.026733067,
41,0.0202455,
42,0.028264297,
43,0.028236724,
44,0.013839586,
45,0.010652003,
46,0.017067462,
47,0.012292453,
48,0.009046548,
49,-0.0021831568,
50,-0.002202244,
51,0.010673213,
52,-0.0022117873,
53,-0.0053877067,
54,-0.0021640691,
55,-0.011761813,
56,-0.0053707398,
57,-0.0037780085,
58,-0.0053972504,
59,-0.011788324,
60,-0.010189229,
61,-0.011762873,
62,-0.0053718002,
63,-0.018231355,
64,-0.016590904,
65,-0.02297774,
66,-0.023014851,
67,-0.016573938,
68,-0.019814542,
69,-0.011798928,
