0,0.1398413,
1,0.13780876,
2,0.13731143,
3,0.13678859,
4,0.13638368,
5,0.13634291,
6,0.13632399,
7,0.1358044,
8,0.1348086,0.28319031,
9,0.13582782,
10,0.13579047,
11,0.13482361,0.13586436,
12,0.13480768,0.13580008,
13,0.13481475,
14,0.13480145,0.13582332,
15,0.13483547,0.13578928,
16,0.13432412,0.29065758,
17,0.13431014,
18,0.13529022,
19,0.13430698,
20,0.13477343,
21,0.13430545,0.23964544,
22,0.13380541,
23,0.13431004,
24,0.13284181,
25,0.13379647,
26,0.13377877,
27,0.13280939,0.22668763,
28,0.13328816,0.25817546,
29,0.13327862,0.22022215,
30,0.13332532,
31,0.13276823,
32,0.13180543,0.13282779,
33,0.13280441,0.25870401,
34,0.13229546,0.24520494,0.25870857,
