0,0.14831954,
1,0.14679223,
2,0.14533715,
3,0.14435688,
4,0.14381221,
5,0.14383981,
6,0.14431702,0.27166587,
7,0.14282131,
8,0.14283054,
9,0.14426315,
10,0.14432314,
11,0.14331153,
12,0.1433105,
13,0.14386572,
14,0.14429314,
15,0.14430268,
16,0.14332548,
17,0.14381492,
18,0.14479895,
19,0.14380471,
20,0.14480168,
21,0.14383981,
22,0.14381118,
23,0.14386334,
24,0.1442761,
25,0.14379413,
26,0.1442945,
27,0.14278413,
28,0.14429279,
29,0.14379244,
30,0.14426143,
31,0.14481224,
32,0.14381562,
33,0.14384629,
34,0.14331867,
