35,0.12658624,
36,0.12362136,
37,0.12264048,
38,0.12213338,
39,0.12116334,0.12012307,
40,0.11912098,0.11764596,
41,0.11762687,
42,0.11707319,
43,0.11712189,
44,0.11711562,0.11611579,
45,0.11560589,
46,0.11614018,
47,0.11563223,0.0072771036,
48,0.11565056,
49,0.11561966,0.1146554,
50,0.11564513,0.11465123,
51,0.11559425,
52,0.11319467,
53,0.11411739,0.11261751,0.11114249,
54,0.11407799,
55,0.11215699,0.11109582,
56,0.11312547,
57,0.11063465,0.0072433287,
58,0.11065375,
59,0.11214424,0.111134,
60,0.11015419,
61,0.10960876,
62,0.10963845,
63,0.10909627,
64,0.10910053,
65,0.10910707,
66,0.10910161,
67,0.10911646,
68,0.10910382,
69,0.11015843,0.10916957,
