0,0.16176765,
1,0.15981986,
2,0.15882386,
3,0.15731597,
4,0.15677544,
5,0.15778013,
6,0.15776622,
7,0.15579222,
8,0.15576757,
9,0.1577836,
10,0.15829548,
11,0.15627657,
12,0.15676332,
13,0.15681794,
14,0.15928803,
15,0.1592889,
16,0.15678933,
17,0.15826163,
18,0.15972878,
19,0.15828505,
20,0.16024588,
21,0.15878826,
22,0.15828854,
23,0.15876399,
24,0.15979037,
25,0.15874837,
26,0.15973137,
27,0.15723181,
28,0.1597539,
29,0.15926634,
30,0.16030227,
31,0.16123752,
32,0.15930365,
33,0.16029792,
34,0.15827118,
