0,0.14533852,
1,0.14434981,
2,0.14330003,
3,0.14229311,
4,0.14186254,
5,0.14229937,
6,0.14182205,
7,0.14081506,0.25872323,
8,0.14033376,
9,0.14182256,
10,0.14129528,0.28317732,
11,0.14079107,
12,0.14083725,
13,0.14082898,
14,0.14183545,
15,0.14231496,0.27165109,
16,0.13980523,
17,0.14179058,
18,0.14231722,
19,0.14132994,
20,0.14230415,
21,0.14180063,0.27165234,
22,0.14032705,
23,0.14080706,
24,0.14185144,0.24616364,
25,0.14082462,
26,0.14179522,
27,0.13976529,
28,0.14129251,0.14229761,
29,0.14027984,0.14129956,
30,0.14177045,
31,0.14176041,
32,0.14031079,
33,0.14081222,0.14183001,
34,0.13982607,
