#Operator Name: 
#Experimental Name: 
#SampleDescription: 
#Measurement No.: 20
#Excitation Wavelength: 532.08 nm
#Laser Current: 100 %
#Excitation Power: 2.85 mW
#Excitation Power Density: 2.13E+03 W/cm2
#ND Filter: 5.72 % (155/255)
#Spectrograph Center Wavelength: 710.00 cm-1
#Grating: 1200 gr/mm
#Slit width: 50 um
#Exposure Time: 5 s
#Averaging: 8
#Readout speed: 2MHz
#Gain: High
#Readout port: Low Noise
#CCD temperature: -70
#Optical Line Shaping mode: ON
#Objective Lens: TU Plan Fluor 50x/ NA 0.80
#Measurement Mode: XY Averaging (AreaFlash)
#X axis (wavenumber): Not Calibrated
#Wavenumber Shift compensation (cm-1): -0.8186236055991
#XY Stage Position: (2223.5,-145.2,7.0)
#--------------------------------------
#--------------------------------------
#Average: 9/28/2023 3:53:25 PM Index:20, 9/28/2023 3:51:19 PM Index:17, 9/28/2023 3:49:55 PM Index:15, 9/28/2023 3:49:14 PM Index:14, 9/28/2023 3:47:50 PM Index:12, 9/28/2023 3:47:08 PM Index:11, 9/28/2023 3:46:26 PM Index:10, 9/28/2023 3:45:44 PM Index:9, 9/28/2023 3:45:03 PM Index:8, 9/28/2023 3:44:21 PM Index:7, 9/28/2023 3:43:39 PM Index:6, 9/28/2023 3:42:57 PM Index:5, 9/28/2023 3:42:15 PM Index:4, 9/28/2023 3:41:33 PM Index:3, 9/28/2023 3:40:52 PM Index:2, 9/28/2023 3:40:10 PM Index:1
#

wn(N_0CV)	N_0CV	wn(N_15CV)	N_15CV	wn(N_30CV)	N_30CV	wn(N_45CV)	N_45CV	wn(N_60CV)	N_60CV	
121.008748780405	0.265116166427176	121.00676669004	0.254237328137889	121.004784599252	0.248655009279114	121.008748780405	0.257390489805777	121.00676669004	0.24618536053505
121.950194137393	0.270158156098709	121.948212246883	0.257423510961059	121.946230355952	0.262624162235449	121.948212246883	0.262390434632281	121.948212246883	0.259754632375564
122.889562879544	0.262342610809601	122.889562879544	0.245349058128955	122.887581188435	0.258005038606883	122.889562879544	0.252927567008211	122.887581188435	0.25926679839354
123.830818602375	0.254455564294594	123.830818602375	0.241133856260672	123.828837111065	0.246582834120215	123.830818602375	0.244828097777244	123.828837111065	0.247855928703707
124.771979429734	0.257176070615533	124.771979429734	0.242831973698651	124.769998138188	0.244808744483014	124.771979429734	0.246017393138134	124.769998138188	0.245534915225685
125.713045375967	0.263266360518407	125.713045375967	0.249944241800595	125.711064284154	0.248497552814023	125.713045375967	0.252260580743959	125.711064284154	0.250891730102632
126.654016455424	0.270935443618977	126.652035563318	0.257343266356624	126.65005467079	0.256768224083387	126.654016455424	0.26124527806829	126.652035563318	0.257989305088097
127.594892682449	0.274520884124191	127.592911990014	0.261812182783048	127.590931297163	0.261751540909834	127.592911990014	0.265535323911335	127.592911990014	0.263312193860779
128.533693578593	0.279480993359612	128.533693578593	0.26246358016023	128.531713085384	0.267434397146072	128.533693578593	0.268611552839657	128.531713085384	0.26864561142444
129.474380343385	0.277917192354443	129.474380343385	0.262331412576454	129.472400049792	0.268713280190775	129.474380343385	0.26924911323931	129.472400049792	0.269663394552404
130.414972298731	0.273645570729705	130.414972298731	0.258163413416662	130.412992204721	0.266395905651125	130.414972298731	0.263371296785592	130.412992204721	0.26809109509955
131.355469458962	0.268172267211614	131.353489564506	0.253568229745023	131.351509669628	0.260340442512765	131.353489564506	0.258257326733766	131.353489564506	0.261566754289605
132.29191244812	0.267851664940642	132.29191244812	0.252228852891579	132.289932752345	0.255574680038847	132.29191244812	0.256560435208537	132.289932752345	0.260352433730035
133.232220460093	0.267828600029062	133.232220460093	0.253255511801267	133.230240963814	0.257819937113571	133.232220460093	0.256954006147554	133.230240963814	0.258323886668094
134.172433719872	0.268544765533641	134.172433719872	0.253877407485642	134.170454423056	0.256199698068214	134.172433719872	0.258028050205429	134.170454423056	0.259181398200045
135.110573144397	0.271968751657791	135.110573144397	0.257552138341698	135.108594046593	0.258848812946527	135.110573144397	0.261745517766479	135.110573144397	0.259813125658781
136.050597142148	0.279467154412664	136.050597142148	0.267153169248852	136.048618243749	0.26416146619614	136.050597142148	0.272213769097693	136.048618243749	0.266730541331939
136.990526430633	0.291576232992511	136.990526430633	0.277027975865255	136.988547731606	0.276165418233218	136.990526430633	0.281720775518662	136.988547731606	0.276720024239617
137.928382524475	0.294044178531642	137.928382524475	0.277430378955144	137.926404024369	0.284383203361635	137.928382524475	0.284568953996339	137.928382524475	0.283643289241096
138.868122636668	0.283569248937284	138.868122636668	0.268846566415981	138.866144335876	0.280385491889189	138.868122636668	0.276261051557793	138.866144335876	0.282348247950688
139.807768082486	0.277595436837893	139.807768082486	0.260616774190503	139.805789980979	0.270666461532544	139.807768082486	0.268390858855162	139.805789980979	0.271147954080433
140.745340973983	0.274769985169262	140.745340973983	0.258797109778159	140.743363071306	0.261859717107224	140.745340973983	0.264563044301865	140.743363071306	0.265588752443557
141.684797329191	0.274468988073134	141.684797329191	0.259008341898658	141.682819625737	0.263689096800869	141.684797329191	0.264442888688085	141.682819625737	0.264587347434894
142.624159060902	0.276486014590863	142.622181556642	0.259963016677897	142.62020405196	0.263149417771667	142.624159060902	0.264094682623659	142.622181556642	0.264553421330629
143.56144887831	0.279944598082383	143.56144887831	0.263848979654453	143.559471572793	0.266359846918661	143.56144887831	0.269705214140599	143.559471572793	0.268074716980249
144.500621605042	0.282040045299486	144.500621605042	0.26790133217844	144.498644498653	0.268869534698116	144.500621605042	0.274174267326623	144.498644498653	0.271693111480009
145.437722843835	0.286481194024343	145.437722843835	0.269910987492462	145.435745936131	0.272795128705636	145.437722843835	0.274046755246693	145.435745936131	0.274747630729563
146.376706622617	0.285442119757634	146.376706622617	0.268063001455023	146.374729913987	0.274699029779705	146.376706622617	0.273090414647215	146.374729913987	0.276466163390458
147.313619339704	0.281840533814314	147.313619339704	0.265695785624179	147.311642829696	0.272380453282306	147.313619339704	0.27175521604102	147.311642829696	0.273295827440135
148.252414227558	0.282681249841429	148.252414227558	0.26859285185784	148.250437916562	0.270715741800244	148.252414227558	0.271664486291838	148.250437916562	0.270919830275889
149.189138479818	0.28518494599351	149.189138479818	0.269757578689865	149.187162367383	0.273225429579699	149.189138479818	0.274846157901642	149.189138479818	0.273354320723351
150.127744533736	0.286176737191478	150.127744533736	0.271859279285445	150.125768620255	0.275803628950835	150.127744533736	0.276248790780877	150.125768620255	0.277103740177515
151.064280378028	0.287559478640739	151.064280378028	0.27254843882942	151.06230466305	0.276426243064704	151.064280378028	0.278407913595853	151.064280378028	0.278330929259393
152.002697654978	0.29154163562514	152.002697654978	0.279339728513622	152.000722138891	0.278671500139427	152.002697654978	0.281373795531928	152.000722138891	0.28125091395755
152.939045148141	0.29832733261217	152.939045148141	0.282184871767942	152.937069830499	0.283404809754128	152.939045148141	0.286762406986681	152.937069830499	0.285043618441294
153.877273705068	0.298627176462719	153.877273705068	0.281153492587405	153.875298586259	0.287245064761483	153.877273705068	0.28635780134844	153.875298586259	0.289438803742166
154.811457983495	0.294425902818302	154.811457983495	0.276174786909273	154.809483062647	0.283868765445157	154.811457983495	0.279892693680428	154.809483062647	0.286016946674013
155.749498076089	0.291336357912072	155.747523354017	0.275486807433011	155.747523354017	0.279069348154274	155.749498076089	0.279027082830131	155.747523354017	0.282694528187328
156.685469235745	0.294091461600382	156.685469235745	0.277192005277263	156.683494711997	0.281123493946941	156.685469235745	0.280053309858032	156.683494711997	0.282123633743137
157.621346397045	0.297114118263028	157.621346397045	0.28085139525306	157.619372071589	0.28316562016212	157.621346397045	0.282077564126928	157.621346397045	0.284259808446196
158.559103700925	0.299725066253959	158.559103700925	0.28398093482604	158.55712957415	0.284449311037818	158.559103700925	0.286371288203048	158.55712957415	0.287303798904772
159.494792709756	0.306908632965756	159.494792709756	0.290905572161731	159.492818781218	0.290635787570795	159.494792709756	0.292358225571322	159.492818781218	0.290427340228522
160.432361492654	0.313954963453648	160.430387762735	0.297190612797362	160.428414032402	0.296992942104099	160.432361492654	0.300067802096348	160.430387762735	0.295671848001694
161.367862405754	0.320072931250418	161.367862405754	0.303876876455171	161.365888874014	0.304055645835938	161.367862405754	0.304675402061527	161.365888874014	0.305832131296363
162.30326939133	0.322803816781568	162.30326939133	0.306002178404997	162.301296057733	0.309612296508553	162.30326939133	0.308208957968831	162.301296057733	0.309292593931439
163.240555598593	0.325607356784198	163.238582463528	0.309816157251103	163.236609328043	0.311969335653913	163.240555598593	0.311163805205681	163.238582463528	0.312288619897777
164.175774573465	0.332222373425531	164.175774573465	0.315557186671371	164.173801636483	0.315908151196669	164.175774573465	0.315912404105399	164.173801636483	0.314283240855453
165.110899663272	0.338166201139868	165.110899663272	0.324135098871973	165.108926924346	0.321741252151504	165.110899663272	0.323158523262985	165.108926924346	0.323084140248175
166.04790342263	0.348958273268459	166.045930882145	0.333749110523962	166.043958341244	0.329872496322009	166.045930882145	0.331858770562856	166.045930882145	0.329731316952874
166.982840586708	0.358901556650883	166.982840586708	0.343236854930736	166.98086824422	0.337885948633134	166.982840586708	0.34304550342137	166.98086824422	0.340466004288728
167.917683908152	0.374169374871701	167.917683908152	0.358725243654481	167.915711763631	0.351977701279845	167.917683908152	0.356005144621994	167.915711763631	0.35059470121046
168.852433401087	0.385472334791805	168.852433401087	0.373280198817808	168.850461454502	0.365213660009423	168.852433401087	0.369030994017967	168.850461454502	0.363380163055876
169.789060827905	0.400062044612152	169.78708907964	0.383486604461364	169.785117330961	0.378608277161841	169.78708907964	0.380109832039617	169.78708907964	0.377551915713519
170.723622508322	0.410743405165156	170.723622508322	0.396270277988551	170.721650957934	0.391053347692722	170.723622508322	0.393824737098291	170.721650957934	0.389929094442085
171.658090402627	0.426960344497519	171.658090402627	0.412916313138048	171.656119050083	0.402084915911036	171.658090402627	0.410320386361602	171.656119050083	0.402899395062465
172.592464524936	0.445202383066664	172.592464524936	0.429696876006745	172.590493370211	0.421454465032645	172.592464524936	0.428932245720682	172.590493370211	0.420438021102037
173.526744889365	0.464370477835773	173.526744889365	0.452514665291494	173.524773932426	0.438878044558978	173.526744889365	0.449769436090087	173.524773932426	0.439641365981944
174.460931510028	0.48599729217938	174.460931510028	0.473310998585099	174.458960750842	0.461617883208169	174.460931510028	0.46966254663693	174.460931510028	0.461253464264698
175.396994962066	0.50947045269502	175.395024401027	0.498736737513999	175.395024401027	0.486471965537467	175.396994962066	0.497831681602336	175.395024401027	0.484606322655969
176.330993939813	0.534427840270874	176.330993939813	0.524123534208393	176.329023576473	0.509574795426791	176.330993939813	0.523820850432008	176.329023576473	0.508833070698492
177.262929050466	0.556793885030642	177.262929050466	0.546495257897898	177.260958884373	0.534337528967182	177.262929050466	0.545275983957999	177.260958884373	0.532444469401579
178.196740837106	0.574228651694464	178.196740837106	0.565528570029348	178.194770868653	0.558595440253084	178.196740837106	0.566563144840236	178.194770868653	0.557272528395564
179.130458950491	0.588765312218176	179.130458950491	0.582671413685717	179.128489179646	0.576749810090676	179.130458950491	0.584071534276841	179.128489179646	0.575502545042753
180.064083404715	0.596960275302785	180.064083404715	0.590448059909678	180.062113831449	0.591490619921728	180.064083404715	0.597331564511917	180.062113831449	0.589560820730956
180.997614213869	0.599439753297706	180.997614213869	0.592850677771891	180.995644838149	0.600656749713934	180.997614213869	0.601556628237305	180.995644838149	0.599725783488282
181.931051392039	0.595849699810176	181.931051392039	0.588238973152279	181.929082213843	0.600173562698924	181.931051392039	0.598495112241282	181.931051392039	0.602260882382876
182.864394953318	0.579895700469832	182.864394953318	0.573748921713128	182.862425972609	0.591565141302153	182.864394953318	0.587694593855634	182.864394953318	0.592967469545472
183.797644911781	0.565305990649485	183.797644911781	0.557219713267147	183.795676128531	0.580287171745339	183.797644911781	0.570573644969587	183.797644911781	0.580979856083126
184.732769866918	0.545139185208933	184.730801281516	0.535178408537082	184.728832695695	0.559311807071358	184.730801281516	0.551288668957797	184.730801281516	0.561795229053848
185.665832464594	0.520051480882648	185.663864076592	0.512486886497547	185.661895688172	0.537106839620374	185.663864076592	0.526331857544485	185.663864076592	0.539450794865226
186.598801501721	0.497911472256371	186.596833311087	0.486793272197959	186.594865120038	0.513091723799725	186.596833311087	0.500248280732557	186.596833311087	0.513537100534746
187.53167699237	0.476251213790972	187.529708999075	0.464343664039443	187.527741005368	0.487838591497832	187.529708999075	0.477245837159717	187.529708999075	0.489998233502847
188.464458950606	0.458839512038731	188.462491154623	0.444530327150172	188.460523358226	0.467660124811293	188.462491154623	0.456046953871279	188.462491154623	0.46979699321127
189.395179791794	0.442552224726046	189.395179791794	0.429375897589004	189.393212192677	0.45024616094695	189.395179791794	0.438809527604526	189.395179791794	0.451080312447722
190.327774924659	0.427622307459884	190.327774924659	0.41291749320576	190.325807522793	0.430773243458946	190.327774924659	0.425084813924319	190.327774924659	0.433288995424655
191.260276567267	0.414707110220293	191.260276567267	0.401365810370199	191.258309362624	0.41763344134927	191.260276567267	0.409785816488048	191.260276567267	0.418782661187016
192.192684733687	0.407839532797151	192.192684733687	0.390712159063687	192.190717726236	0.403181101377924	192.192684733687	0.398390650421955	192.190717726236	0.406729535247468
193.124999437965	0.399550003575061	193.124999437965	0.382682978349298	193.123032627678	0.395416454320798	193.124999437965	0.390285050802529	193.123032627678	0.397922786526423
194.057220694158	0.391133617339278	194.057220694158	0.377402175336821	194.055254081002	0.38579838841505	194.057220694158	0.38225914623306	194.055254081002	0.389160492700623
194.989348516312	0.384595868151739	194.989348516312	0.370404373802969	194.987382100262	0.379366712501322	194.989348516312	0.374368110209672	194.987382100262	0.381207745914537
195.921382918477	0.378639354736034	195.921382918477	0.364573659236567	195.919416699497	0.375457945902286	195.921382918477	0.36917567118558	195.919416699497	0.374346483793266
196.853323914693	0.375469082639272	196.853323914693	0.362464878234713	196.85135789276	0.371142917584161	196.853323914693	0.367894419997818	196.85135789276	0.371463934796367
197.785171519001	0.371372754342546	197.783205694082	0.357998321943713	197.783205694082	0.367967345211881	197.785171519001	0.363306437275704	197.783205694082	0.366068514352497
198.714960117504	0.366718255185569	198.714960117504	0.355234603361541	198.712994489157	0.365250920699636	198.714960117504	0.359685829852294	198.714960117504	0.362770663044763
199.644655745669	0.36446250683298	199.644655745669	0.353517604840166	199.64269031386	0.360345731126859	199.644655745669	0.356544618806315	199.64269031386	0.360551427879537
200.576223652326	0.359678844171151	200.576223652326	0.350660660908723	200.57425841744	0.35797787436176	200.576223652326	0.355442374961532	200.57425841744	0.356975148543693
201.507698223148	0.353818050138505	201.507698223148	0.346867923281438	201.50573318516	0.355638864582632	201.507698223148	0.351699159768958	201.50573318516	0.353933497816446
202.439079472162	0.349118574403945	202.437114631044	0.341709847311039	202.437114631044	0.350794974855044	202.439079472162	0.346608485193273	202.437114631044	0.347079254889161
203.368402769116	0.345484697584412	203.368402769116	0.337670475531886	203.366438124416	0.343907756954528	203.368402769116	0.342540359412415	203.368402769116	0.344765260605125
204.299597613397	0.33836686587062	204.299597613397	0.331047935530541	204.297633165505	0.340282652384203	204.299597613397	0.337123548170753	204.297633165505	0.339752386233489
205.230699177904	0.332383827806596	205.230699177904	0.325479195996266	205.228734926794	0.334355798724963	205.230699177904	0.329374737159595	205.228734926794	0.333636328540394
206.161707476658	0.328393598103142	206.161707476658	0.319318062470425	206.159743422293	0.329825619969807	206.161707476658	0.325172968910348	206.159743422293	0.328494768945682
207.09065866602	0.322003464349719	207.09065866602	0.313843728353133	207.088694807961	0.324293008452167	207.09065866602	0.31852394958859	207.09065866602	0.322315538506713
208.021480671985	0.313417551013818	208.021480671985	0.30671139910008	208.019517010613	0.314918939969422	208.021480671985	0.311321969227902	208.019517010613	0.314413095944193
208.95220945419	0.308652340281254	208.95220945419	0.299541307680235	208.950245989479	0.309552198621114	208.95220945419	0.303282577803825	208.950245989479	0.308721699487248
209.882845026645	0.300216348870627	209.880881758563	0.290750983291421	209.878918490067	0.302304393395963	209.880881758563	0.29531184673048	209.880881758563	0.300036616795293
210.811424331863	0.292880553742397	210.811424331863	0.28300501882798	210.809461259971	0.29438829966249	210.811424331863	0.287521349077806	210.809461259971	0.292695709751649
211.741873723382	0.286739521034046	211.741873723382	0.277012634984995	211.73991084806	0.285764252814985	211.741873723382	0.281536863864916	211.73991084806	0.286365566641982
212.672229947115	0.28122470067511	212.670267268335	0.270758276109883	212.668304589137	0.278996028731598	212.670267268335	0.27586257630801	212.670267268335	0.27870879586897
213.600530534786	0.275873641188397	213.600530534786	0.264278524301724	213.598568052101	0.273198986509226	213.600530534786	0.268878837776435	213.598568052101	0.272924980024544
214.530700661402	0.270212358640923	214.530700661402	0.258199995515743	214.5287383752	0.268036577978211	214.530700661402	0.262970369380426	214.5287383752	0.267488614282422
215.458815572427	0.268642791407859	215.458815572427	0.254941828562123	215.456853482261	0.26308691596873	215.458815572427	0.260817376953908	215.458815572427	0.263202226488332
216.388799657758	0.261511120747119	216.388799657758	0.249396690382094	216.386837764021	0.257309105070339	216.388799657758	0.25512592430932	216.386837764021	0.25748977244943
217.318690645181	0.258457326453839	217.316728947837	0.247978248991927	217.316728947837	0.252685173610777	217.318690645181	0.25082484376705	217.316728947837	0.255270537284204
218.246527047697	0.255541921630043	218.246527047697	0.242827253427802	218.244565546302	0.2504435224093	218.246527047697	0.248668173107457	218.244565546302	0.251314051607454
219.176232077571	0.251294518162465	219.176232077571	0.239272889478398	219.174270772513	0.246545573430003	219.176232077571	0.24447376132436	219.174270772513	0.247255787617908
220.103882942683	0.250483786520404	220.103882942683	0.235677223159065	220.101921833517	0.243761839283825	220.103882942683	0.240210689190531	220.101921833517	0.243413948776262
221.033402070785	0.246381691995784	221.033402070785	0.233229762723785	221.031441157895	0.239149927401752	221.033402070785	0.236393909336459	221.031441157895	0.240491624346776
221.958906737083	0.244324301882789	221.958906737083	0.23075398066341	221.956946019611	0.237035683721646	221.958906737083	0.234014092536988	221.958906737083	0.238403414135955
222.888240215379	0.241784855117758	222.888240215379	0.229160889251825	222.886279694128	0.23396468167351	222.888240215379	0.23340227976886	222.886279694128	0.235931487987234
223.815520368382	0.239600607991069	223.815520368382	0.226109234147855	223.813560042901	0.232993499812495	223.815520368382	0.231287295750783	223.815520368382	0.233488808480122
224.74466805633	0.237816537080305	224.74466805633	0.224988169821184	224.742707927009	0.2304729944133	224.74466805633	0.228081102587147	224.742707927009	0.230816835302802
225.671762838741	0.236173162130183	225.671762838741	0.222353078619651	225.669802905137	0.228903237593392	225.671762838741	0.226016387754426	225.669802905137	0.230662413035111
226.60072479205	0.234139990174348	226.60072479205	0.221425545397795	226.598765054547	0.226090656461244	226.60072479205	0.224606398409042	226.598765054547	0.22761140338255
227.527634259455	0.233992374740231	227.527634259455	0.219055969431526	227.52567471761	0.224816581247536	227.527634259455	0.222656934879336	227.52567471761	0.225891700855991
228.45641053381	0.231693956301219	228.454451188005	0.218595743023735	228.454451188005	0.223203553948672	228.45641053381	0.220642489231973	228.454451188005	0.225043548249355
229.383134741765	0.228990748663965	229.383134741765	0.216921226940002	229.381175591559	0.220622950662038	229.383134741765	0.219489976201832	229.381175591559	0.222465164325181
230.309766438608	0.229559298734428	230.309766438608	0.215431981487098	230.307807483969	0.220077261844092	230.309766438608	0.220635132765823	230.309766438608	0.22231074205749
231.238264396874	0.227783300542717	231.238264396874	0.214957594266759	231.236305638187	0.220489533351924	231.238264396874	0.218783755451448	231.236305638187	0.220835541454775
232.164710917532	0.227546885199016	232.164710917532	0.21452450941635	232.162752354358	0.217633681740819	232.164710917532	0.21655597228574	232.162752354358	0.219738207461637
233.093023335932	0.227680661686183	233.091064968652	0.213443567391897	233.091064968652	0.21736684712059	233.093023335932	0.216940960680915	233.091064968652	0.218969605720175
234.019284735907	0.225727063675301	234.019284735907	0.212210396632559	234.017326564081	0.216866832697097	234.019284735907	0.214671490873691	234.017326564081	0.217428892640258
234.945453694061	0.224112519864655	234.945453694061	0.212403927737374	234.943495717656	0.216246622498726	234.945453694061	0.214834559206679	234.943495717656	0.217559917594663
235.873488004825	0.224377766347833	235.871530224227	0.210112236240115	235.871530224227	0.214586718847659	235.873488004825	0.213685724409613	235.871530224227	0.216406430049637
236.799471925478	0.223419419271656	236.799471925478	0.210269185245849	236.797514340244	0.214919661144071	236.799471925478	0.213133989448375	236.797514340244	0.215138295669508
237.725363445847	0.222787440694346	237.725363445847	0.2106102248147	237.723406055946	0.214060261353693	237.725363445847	0.213517751765858	237.723406055946	0.215371098936709
238.653119773935	0.224077922497284	238.651162579754	0.209266127690407	238.651162579754	0.213572266507688	238.651162579754	0.213203875876799	238.651162579754	0.21559571314426
239.578826339934	0.22255563833296	239.578826339934	0.209294449315502	239.576869341028	0.210501264459552	239.578826339934	0.212806626704708	239.576869341028	0.214304181450844
240.504440547153	0.220464804098173	240.504440547153	0.207624653502618	240.502483743498	0.213503754916007	240.504440547153	0.210901301971901	240.502483743498	0.212238198687645
241.429962409416	0.221537322486674	241.429962409416	0.208299652234045	241.428005800979	0.211849861053684	241.429962409416	0.212162935916597	241.429962409416	0.212215971240023
242.357348353384	0.219815526837178	242.355391940546	0.208348035010249	242.355391940546	0.212562621998712	242.355391940546	0.211088891858722	242.355391940546	0.212750599848619
243.282685372029	0.220891504962416	243.282685372029	0.207084182490391	243.280729154347	0.212355885265921	243.282685372029	0.209675224280262	243.280729154347	0.212583309058621
244.205974064644	0.219519142723366	244.205974064644	0.205229116046679	244.204018041681	0.209252430358568	244.205974064644	0.210017299956229	244.204018041681	0.210206142028711
245.131126685239	0.217740838040497	245.131126685239	0.205370724172153	245.129170857381	0.210353423656452	245.131126685239	0.208832908906106	245.129170857381	0.21173398658632
246.056187029946	0.2162116344027	246.056187029946	0.205194894083022	246.054231397156	0.207895420060194	246.056187029946	0.208647771174668	246.056187029946	0.209926544134937
246.9831105499	0.217672796551334	246.981155112564	0.205885233694709	246.981155112564	0.209006029020068	246.9831105499	0.207681621953657	246.981155112564	0.20977329173291
247.907986189221	0.217969180665146	247.907986189221	0.204912857899786	247.906030946899	0.20851082242757	247.907986189221	0.208393973092499	247.906030946899	0.209429351227599
248.832769594086	0.216514937989985	248.832769594086	0.203678507072736	248.830814546753	0.206673029029684	248.832769594086	0.205788557997766	248.830814546753	0.209576754301304
