E step/V	I delta/uA	
5.9300619E-001	0.0000000E+000
5.9300619E-001	9.2649814E+003
5.9346426E-001	0.0000000E+000
5.9346426E-001	9.2774883E+003
5.9397966E-001	0.0000000E+000
5.9397966E-001	9.2892451E+003
5.9466678E-001	0.0000000E+000
5.9466678E-001	9.3027529E+003
5.9501034E-001	0.0000000E+000
5.9501034E-001	9.3126904E+003
5.9537303E-001	0.0000000E+000
5.9537303E-001	9.3257070E+003
5.9623194E-001	0.0000000E+000
5.9623194E-001	9.3376465E+003
5.9659463E-001	0.0000000E+000
5.9659463E-001	9.3500771E+003
5.9697634E-001	0.0000000E+000
5.9697634E-001	9.3631816E+003
5.9754896E-001	0.0000000E+000
5.9754896E-001	9.3734463E+003
5.9785438E-001	0.0000000E+000
5.9785438E-001	9.3857969E+003
5.9850335E-001	0.0000000E+000
5.9850335E-001	9.3982266E+003
5.9899962E-001	0.0000000E+000
5.9899962E-001	9.4112119E+003
5.9955317E-001	0.0000000E+000
5.9955317E-001	9.4239385E+003
6.0006851E-001	0.0000000E+000
6.0006851E-001	9.4346953E+003
6.0048842E-001	0.0000000E+000
6.0048842E-001	9.4463447E+003
6.0104197E-001	0.0000000E+000
6.0104197E-001	9.4592480E+003
6.0146189E-001	0.0000000E+000
6.0146189E-001	9.4688516E+003
6.0186273E-001	0.0000000E+000
6.0186273E-001	9.4835000E+003
6.0245442E-001	0.0000000E+000
6.0245442E-001	9.4968125E+003
6.0296977E-001	0.0000000E+000
6.0296977E-001	9.5094883E+003
6.0350424E-001	0.0000000E+000
6.0350424E-001	9.5219893E+003
6.0413408E-001	0.0000000E+000
6.0413408E-001	9.5350938E+003
6.0451585E-001	0.0000000E+000
6.0451585E-001	9.5472227E+003
6.0493577E-001	0.0000000E+000
6.0493577E-001	9.5615859E+003
6.0545111E-001	0.0000000E+000
6.0545111E-001	9.5737402E+003
6.0600466E-001	0.0000000E+000
6.0600466E-001	9.5884141E+003
6.0655820E-001	0.0000000E+000
6.0655820E-001	9.6002402E+003
6.0711169E-001	0.0000000E+000
6.0711169E-001	9.6126836E+003
6.0753167E-001	0.0000000E+000
6.0753167E-001	9.6249941E+003
6.0800880E-001	0.0000000E+000
6.0800880E-001	9.6397051E+003
6.0854328E-001	0.0000000E+000
6.0854328E-001	9.6531563E+003
6.0905862E-001	0.0000000E+000
6.0905862E-001	9.6663496E+003
6.0953581E-001	0.0000000E+000
6.0953581E-001	9.6781006E+003
6.1010844E-001	0.0000000E+000
6.1010844E-001	9.6913115E+003
6.1052835E-001	0.0000000E+000
6.1052835E-001	9.7062676E+003
6.1106277E-001	0.0000000E+000
6.1106277E-001	9.7179316E+003
6.1142546E-001	0.0000000E+000
6.1142546E-001	9.7301279E+003
6.1199808E-001	0.0000000E+000
6.1199808E-001	9.7449277E+003
6.1249435E-001	0.0000000E+000
6.1249435E-001	9.7591094E+003
6.1299062E-001	0.0000000E+000
6.1299062E-001	9.7730078E+003
6.1362052E-001	0.0000000E+000
6.1362052E-001	9.7839707E+003
6.1394501E-001	0.0000000E+000
6.1394501E-001	9.7988389E+003
6.1447942E-001	0.0000000E+000
6.1447942E-001	9.8102373E+003
6.1497569E-001	0.0000000E+000
6.1497569E-001	9.8252061E+003
6.1562467E-001	0.0000000E+000
6.1562467E-001	9.8380020E+003
6.1612093E-001	0.0000000E+000
6.1612093E-001	9.8515791E+003
6.1655992E-001	0.0000000E+000
6.1655992E-001	9.8671084E+003
6.1701804E-001	0.0000000E+000
6.1701804E-001	9.8799805E+003
6.1755246E-001	0.0000000E+000
6.1755246E-001	9.8938340E+003
6.1802965E-001	0.0000000E+000
6.1802965E-001	9.9085889E+003
6.1860228E-001	0.0000000E+000
6.1860228E-001	9.9227773E+003
6.1900312E-001	0.0000000E+000
6.1900312E-001	9.9369717E+003
6.1948031E-001	0.0000000E+000
6.1948031E-001	9.9489297E+003
6.2001473E-001	0.0000000E+000
6.2001473E-001	9.9638477E+003
6.2058735E-001	0.0000000E+000
6.2058735E-001	9.9793779E+003
6.2110275E-001	0.0000000E+000
6.2110275E-001	9.9947871E+003
6.2161809E-001	0.0000000E+000
6.2161809E-001	1.0008006E+004
6.2205708E-001	0.0000000E+000
6.2205708E-001	1.0023729E+004
6.2262970E-001	0.0000000E+000
6.2262970E-001	1.0039108E+004
6.2299240E-001	0.0000000E+000
6.2299240E-001	1.0051355E+004
6.2348866E-001	0.0000000E+000
6.2348866E-001	1.0068310E+004
6.2409943E-001	0.0000000E+000
6.2409943E-001	1.0081747E+004
6.2446207E-001	0.0000000E+000
6.2446207E-001	1.0097030E+004
6.2505382E-001	0.0000000E+000
6.2505382E-001	1.0112561E+004
6.2553096E-001	0.0000000E+000
6.2553096E-001	1.0128523E+004
6.2610358E-001	0.0000000E+000
6.2610358E-001	1.0142838E+004
6.2659985E-001	0.0000000E+000
6.2659985E-001	1.0156220E+004
6.2694347E-001	0.0000000E+000
6.2694347E-001	1.0171566E+004
6.2763059E-001	0.0000000E+000
6.2763059E-001	1.0186529E+004
6.2799323E-001	0.0000000E+000
6.2799323E-001	1.0201453E+004
6.2847042E-001	0.0000000E+000
6.2847042E-001	1.0218979E+004
6.2908125E-001	0.0000000E+000
6.2908125E-001	1.0232890E+004
6.2959659E-001	0.0000000E+000
6.2959659E-001	1.0247298E+004
6.3009286E-001	0.0000000E+000
6.3009286E-001	1.0265221E+004
6.3062727E-001	0.0000000E+000
6.3062727E-001	1.0280933E+004
6.3110447E-001	0.0000000E+000
6.3110447E-001	1.0297229E+004
6.3150531E-001	0.0000000E+000
6.3150531E-001	1.0313553E+004
6.3202065E-001	0.0000000E+000
6.3202065E-001	1.0328616E+004
6.3251692E-001	0.0000000E+000
6.3251692E-001	1.0343855E+004
6.3310868E-001	0.0000000E+000
6.3310868E-001	1.0362716E+004
6.3354766E-001	0.0000000E+000
6.3354766E-001	1.0377621E+004
6.3406301E-001	0.0000000E+000
6.3406301E-001	1.0394436E+004
6.3454020E-001	0.0000000E+000
6.3454020E-001	1.0410330E+004
6.3509375E-001	0.0000000E+000
6.3509375E-001	1.0427446E+004
6.3547546E-001	0.0000000E+000
6.3547546E-001	1.0443032E+004
6.3600993E-001	0.0000000E+000
6.3600993E-001	1.0459814E+004
6.3646799E-001	0.0000000E+000
6.3646799E-001	1.0478329E+004
6.3694519E-001	0.0000000E+000
6.3694519E-001	1.0495571E+004
6.3747966E-001	0.0000000E+000
6.3747966E-001	1.0512379E+004
6.3807136E-001	0.0000000E+000
6.3807136E-001	1.0530646E+004
6.3847220E-001	0.0000000E+000
6.3847220E-001	1.0548399E+004
6.3917840E-001	0.0000000E+000
6.3917840E-001	1.0565295E+004
6.3961744E-001	0.0000000E+000
6.3961744E-001	1.0581233E+004
6.3996100E-001	0.0000000E+000
6.3996100E-001	1.0598942E+004
6.4055270E-001	0.0000000E+000
6.4055270E-001	1.0615907E+004
6.4106804E-001	0.0000000E+000
6.4106804E-001	1.0635146E+004
6.4148796E-001	0.0000000E+000
6.4148796E-001	1.0651847E+004
6.4194608E-001	0.0000000E+000
6.4194608E-001	1.0670089E+004
6.4257598E-001	0.0000000E+000
6.4257598E-001	1.0688056E+004
6.4307225E-001	0.0000000E+000
6.4307225E-001	1.0707023E+004
6.4353031E-001	0.0000000E+000
6.4353031E-001	1.0725481E+004
6.4400750E-001	0.0000000E+000
6.4400750E-001	1.0743158E+004
6.4452285E-001	0.0000000E+000
6.4452285E-001	1.0761590E+004
6.4507639E-001	0.0000000E+000
6.4507639E-001	1.0780639E+004
6.4543909E-001	0.0000000E+000
6.4543909E-001	1.0799047E+004
6.4601165E-001	0.0000000E+000
6.4601165E-001	1.0818316E+004
6.4645070E-001	0.0000000E+000
6.4645070E-001	1.0838135E+004
6.4708054E-001	0.0000000E+000
6.4708054E-001	1.0855477E+004
6.4744323E-001	0.0000000E+000
6.4744323E-001	1.0877512E+004
6.4809221E-001	0.0000000E+000
6.4809221E-001	1.0893828E+004
6.4872205E-001	0.0000000E+000
6.4872205E-001	1.0913734E+004
6.4906567E-001	0.0000000E+000
6.4906567E-001	1.0932613E+004
6.4954281E-001	0.0000000E+000
6.4954281E-001	1.0951953E+004
6.4990550E-001	0.0000000E+000
6.4990550E-001	1.0970498E+004
6.5066898E-001	0.0000000E+000
6.5066898E-001	1.0992904E+004
6.5110797E-001	0.0000000E+000
6.5110797E-001	1.1011588E+004
6.5152794E-001	0.0000000E+000
6.5152794E-001	1.1030846E+004
6.5198600E-001	0.0000000E+000
6.5198600E-001	1.1049832E+004
6.5246320E-001	0.0000000E+000
6.5246320E-001	1.1069492E+004
6.5307397E-001	0.0000000E+000
6.5307397E-001	1.1090060E+004
6.5364659E-001	0.0000000E+000
6.5364659E-001	1.1107226E+004
6.5410471E-001	0.0000000E+000
6.5410471E-001	1.1129122E+004
6.5462005E-001	0.0000000E+000
6.5462005E-001	1.1148934E+004
6.5511632E-001	0.0000000E+000
6.5511632E-001	1.1169060E+004
6.5557444E-001	0.0000000E+000
6.5557444E-001	1.1188650E+004
6.5614706E-001	0.0000000E+000
6.5614706E-001	1.1209073E+004
6.5654790E-001	0.0000000E+000
6.5654790E-001	1.1230131E+004
6.5708232E-001	0.0000000E+000
6.5708232E-001	1.1251196E+004
6.5744501E-001	0.0000000E+000
6.5744501E-001	1.1272091E+004
6.5809393E-001	0.0000000E+000
6.5809393E-001	1.1291254E+004
6.5857112E-001	0.0000000E+000
6.5857112E-001	1.1312078E+004
6.5914375E-001	0.0000000E+000
6.5914375E-001	1.1332980E+004
6.5958279E-001	0.0000000E+000
6.5958279E-001	1.1353887E+004
6.6013628E-001	0.0000000E+000
6.6013628E-001	1.1372805E+004
6.6053712E-001	0.0000000E+000
6.6053712E-001	1.1394927E+004
6.6103339E-001	0.0000000E+000
6.6103339E-001	1.1415828E+004
6.6152966E-001	0.0000000E+000
6.6152966E-001	1.1433977E+004
6.6200686E-001	0.0000000E+000
6.6200686E-001	1.1456799E+004
6.6256040E-001	0.0000000E+000
6.6256040E-001	1.1477718E+004
6.6309482E-001	0.0000000E+000
6.6309482E-001	1.1499388E+004
6.6355294E-001	0.0000000E+000
6.6355294E-001	1.1521623E+004
6.6399193E-001	0.0000000E+000
6.6399193E-001	1.1542870E+004
6.6467905E-001	0.0000000E+000
6.6467905E-001	1.1563060E+004
6.6496539E-001	0.0000000E+000
6.6496539E-001	1.1581737E+004
6.6565251E-001	0.0000000E+000
6.6565251E-001	1.1603136E+004
6.6603428E-001	0.0000000E+000
6.6603428E-001	1.1623608E+004
6.6649240E-001	0.0000000E+000
6.6649240E-001	1.1644729E+004
6.6710317E-001	0.0000000E+000
6.6710317E-001	1.1666833E+004
6.6761851E-001	0.0000000E+000
6.6761851E-001	1.1686639E+004
6.6796207E-001	0.0000000E+000
6.6796207E-001	1.1706947E+004
6.6859198E-001	0.0000000E+000
6.6859198E-001	1.1727143E+004
6.6899282E-001	0.0000000E+000
6.6899282E-001	1.1748554E+004
6.6948909E-001	0.0000000E+000
6.6948909E-001	1.1767182E+004
6.7008078E-001	0.0000000E+000
6.7008078E-001	1.1790166E+004
6.7053890E-001	0.0000000E+000
6.7053890E-001	1.1812126E+004
6.7105424E-001	0.0000000E+000
6.7105424E-001	1.1832467E+004
6.7156959E-001	0.0000000E+000
6.7156959E-001	1.1853795E+004
6.7202771E-001	0.0000000E+000
6.7202771E-001	1.1873581E+004
6.7258126E-001	0.0000000E+000
6.7258126E-001	1.1895005E+004
6.7309660E-001	0.0000000E+000
6.7309660E-001	1.1914496E+004
6.7357379E-001	0.0000000E+000
6.7357379E-001	1.1934798E+004
6.7401278E-001	0.0000000E+000
6.7401278E-001	1.1955504E+004
6.7456633E-001	0.0000000E+000
6.7456633E-001	1.1975479E+004
6.7500532E-001	0.0000000E+000
6.7500532E-001	1.1996210E+004
6.7553979E-001	0.0000000E+000
6.7553979E-001	1.2016664E+004
6.7609328E-001	0.0000000E+000
6.7609328E-001	1.2038194E+004
6.7647505E-001	0.0000000E+000
6.7647505E-001	1.2059529E+004
6.7706674E-001	0.0000000E+000
6.7706674E-001	1.2079070E+004
6.7748666E-001	0.0000000E+000
6.7748666E-001	1.2097698E+004
6.7811656E-001	0.0000000E+000
6.7811656E-001	1.2117647E+004
6.7851740E-001	0.0000000E+000
6.7851740E-001	1.2137327E+004
6.7909002E-001	0.0000000E+000
6.7909002E-001	1.2157598E+004
6.7950994E-001	0.0000000E+000
6.7950994E-001	1.2176339E+004
6.7994893E-001	0.0000000E+000
6.7994893E-001	1.2196837E+004
6.8048340E-001	0.0000000E+000
6.8048340E-001	1.2215823E+004
6.8111324E-001	0.0000000E+000
6.8111324E-001	1.2235043E+004
6.8143773E-001	0.0000000E+000
6.8143773E-001	1.2252940E+004
6.8210578E-001	0.0000000E+000
6.8210578E-001	1.2272972E+004
6.8258297E-001	0.0000000E+000
6.8258297E-001	1.2294837E+004
6.8307924E-001	0.0000000E+000
6.8307924E-001	1.2311437E+004
6.8349916E-001	0.0000000E+000
6.8349916E-001	1.2331612E+004
6.8405271E-001	0.0000000E+000
6.8405271E-001	1.2349145E+004
6.8462533E-001	0.0000000E+000
6.8462533E-001	1.2368843E+004
6.8506432E-001	0.0000000E+000
6.8506432E-001	1.2386872E+004
6.8561786E-001	0.0000000E+000
6.8561786E-001	1.2404397E+004
6.8605685E-001	0.0000000E+000
6.8605685E-001	1.2424083E+004
6.8643862E-001	0.0000000E+000
6.8643862E-001	1.2441244E+004
6.8699217E-001	0.0000000E+000
6.8699217E-001	1.2459367E+004
6.8745023E-001	0.0000000E+000
6.8745023E-001	1.2478416E+004
6.8800378E-001	0.0000000E+000
6.8800378E-001	1.2496874E+004
6.8859547E-001	0.0000000E+000
6.8859547E-001	1.2512365E+004
6.8901539E-001	0.0000000E+000
6.8901539E-001	1.2532158E+004
6.8956894E-001	0.0000000E+000
6.8956894E-001	1.2547983E+004
6.8998885E-001	0.0000000E+000
6.8998885E-001	1.2566309E+004
6.9071418E-001	0.0000000E+000
6.9071418E-001	1.2580163E+004
6.9101959E-001	0.0000000E+000
6.9101959E-001	1.2595994E+004
6.9153494E-001	0.0000000E+000
6.9153494E-001	1.2612727E+004
6.9201213E-001	0.0000000E+000
6.9201213E-001	1.2629918E+004
6.9266111E-001	0.0000000E+000
6.9266111E-001	1.2646141E+004
6.9311917E-001	0.0000000E+000
6.9311917E-001	1.2663898E+004
6.9350094E-001	0.0000000E+000
6.9350094E-001	1.2679119E+004
6.9399720E-001	0.0000000E+000
6.9399720E-001	1.2695833E+004
6.9447440E-001	0.0000000E+000
6.9447440E-001	1.2712067E+004
6.9514245E-001	0.0000000E+000
6.9514245E-001	1.2723729E+004
6.9552422E-001	0.0000000E+000
6.9552422E-001	1.2741526E+004
6.9605863E-001	0.0000000E+000
6.9605863E-001	1.2756047E+004
6.9638312E-001	0.0000000E+000
6.9638312E-001	1.2769587E+004
6.9714659E-001	0.0000000E+000
6.9714659E-001	1.2785954E+004
6.9766200E-001	0.0000000E+000
6.9766200E-001	1.2800494E+004
6.9810098E-001	0.0000000E+000
6.9810098E-001	1.2813870E+004
6.9857818E-001	0.0000000E+000
6.9857818E-001	1.2829909E+004
6.9901717E-001	0.0000000E+000
6.9901717E-001	1.2844708E+004
6.9947529E-001	0.0000000E+000
6.9947529E-001	1.2858241E+004
6.9991428E-001	0.0000000E+000
6.9991428E-001	1.2890427E+004
7.0050597E-001	0.0000000E+000
7.0050597E-001	1.2907084E+004
7.0113587E-001	0.0000000E+000
7.0113587E-001	1.2919489E+004
7.0151758E-001	0.0000000E+000
7.0151758E-001	1.2932902E+004
7.0207113E-001	0.0000000E+000
7.0207113E-001	1.2947746E+004
7.0260561E-001	0.0000000E+000
7.0260561E-001	1.2961959E+004
7.0312095E-001	0.0000000E+000
7.0312095E-001	1.2974755E+004
7.0359814E-001	0.0000000E+000
7.0359814E-001	1.2985844E+004
7.0394170E-001	0.0000000E+000
7.0394170E-001	1.3000120E+004
7.0451432E-001	0.0000000E+000
7.0451432E-001	1.3013326E+004
7.0504874E-001	0.0000000E+000
7.0504874E-001	1.3026746E+004
7.0552593E-001	0.0000000E+000
7.0552593E-001	1.3041721E+004
7.0604128E-001	0.0000000E+000
7.0604128E-001	1.3054303E+004
7.0665210E-001	0.0000000E+000
7.0665210E-001	1.3066847E+004
7.0693839E-001	0.0000000E+000
7.0693839E-001	1.3079044E+004
7.0764464E-001	0.0000000E+000
7.0764464E-001	1.3088938E+004
7.0800728E-001	0.0000000E+000
7.0800728E-001	1.3098794E+004
7.0854175E-001	0.0000000E+000
7.0854175E-001	1.3113126E+004
7.0911437E-001	0.0000000E+000
7.0911437E-001	1.3125248E+004
7.0951521E-001	0.0000000E+000
7.0951521E-001	1.3135569E+004
7.1008784E-001	0.0000000E+000
7.1008784E-001	1.3148518E+004
7.1050775E-001	0.0000000E+000
7.1050775E-001	1.3159922E+004
7.1102309E-001	0.0000000E+000
7.1102309E-001	1.3168549E+004
7.1157664E-001	0.0000000E+000
7.1157664E-001	1.3183392E+004
7.1207291E-001	0.0000000E+000
7.1207291E-001	1.3195603E+004
7.1251190E-001	0.0000000E+000
7.1251190E-001	1.3206510E+004
7.1312273E-001	0.0000000E+000
7.1312273E-001	1.3221353E+004
7.1358079E-001	0.0000000E+000
7.1358079E-001	1.3235193E+004
7.1407706E-001	0.0000000E+000
7.1407706E-001	1.3245742E+004
7.1457332E-001	0.0000000E+000
7.1457332E-001	1.3258046E+004
7.1506959E-001	0.0000000E+000
7.1506959E-001	1.3268664E+004
7.1556586E-001	0.0000000E+000
7.1556586E-001	1.3277153E+004
7.1611941E-001	0.0000000E+000
7.1611941E-001	1.3290440E+004
7.1661568E-001	0.0000000E+000
7.1661568E-001	1.3301077E+004
7.1701652E-001	0.0000000E+000
7.1701652E-001	1.3311801E+004
7.1753186E-001	0.0000000E+000
7.1753186E-001	1.3322355E+004
7.1814269E-001	0.0000000E+000
7.1814269E-001	1.3335536E+004
7.1848625E-001	0.0000000E+000
7.1848625E-001	1.3352891E+004
7.1898252E-001	0.0000000E+000
7.1898252E-001	1.3371034E+004
7.1951693E-001	0.0000000E+000
7.1951693E-001	1.3382444E+004
7.2005141E-001	0.0000000E+000
7.2005141E-001	1.3396204E+004
7.2064310E-001	0.0000000E+000
7.2064310E-001	1.3407779E+004
7.2106302E-001	0.0000000E+000
7.2106302E-001	1.3416173E+004
7.2161657E-001	0.0000000E+000
7.2161657E-001	1.3425738E+004
7.2201741E-001	0.0000000E+000
7.2201741E-001	1.3434838E+004
7.2253275E-001	0.0000000E+000
7.2253275E-001	1.3445960E+004
7.2312444E-001	0.0000000E+000
7.2312444E-001	1.3454026E+004
7.2354436E-001	0.0000000E+000
7.2354436E-001	1.3462226E+004
7.2398341E-001	0.0000000E+000
7.2398341E-001	1.3468365E+004
7.2459418E-001	0.0000000E+000
7.2459418E-001	1.3477145E+004
7.2505230E-001	0.0000000E+000
7.2505230E-001	1.3488189E+004
7.2562492E-001	0.0000000E+000
7.2562492E-001	1.3494595E+004
7.2610205E-001	0.0000000E+000
7.2610205E-001	1.3502623E+004
7.2656018E-001	0.0000000E+000
7.2656018E-001	1.3513594E+004
7.2709465E-001	0.0000000E+000
7.2709465E-001	1.3521244E+004
7.2753364E-001	0.0000000E+000
7.2753364E-001	1.3528216E+004
7.2804898E-001	0.0000000E+000
7.2804898E-001	1.3534317E+004
7.2846889E-001	0.0000000E+000
7.2846889E-001	1.3539009E+004
7.2896516E-001	0.0000000E+000
7.2896516E-001	1.3542977E+004
7.2953779E-001	0.0000000E+000
7.2953779E-001	1.3546773E+004
7.3012948E-001	0.0000000E+000
7.3012948E-001	1.3557669E+004
7.3045397E-001	0.0000000E+000
7.3045397E-001	1.3564054E+004
7.3096937E-001	0.0000000E+000
7.3096937E-001	1.3569603E+004
7.3144650E-001	0.0000000E+000
7.3144650E-001	1.3573524E+004
7.3201913E-001	0.0000000E+000
7.3201913E-001	1.3584526E+004
7.3259175E-001	0.0000000E+000
7.3259175E-001	1.3590421E+004
7.3304987E-001	0.0000000E+000
7.3304987E-001	1.3593991E+004
7.3360342E-001	0.0000000E+000
7.3360342E-001	1.3610521E+004
7.3415691E-001	0.0000000E+000
7.3415691E-001	1.3618872E+004
7.3463410E-001	0.0000000E+000
7.3463410E-001	1.3622298E+004
7.3495859E-001	0.0000000E+000
7.3495859E-001	1.3627877E+004
7.3556942E-001	0.0000000E+000
7.3556942E-001	1.3635787E+004
7.3604655E-001	0.0000000E+000
7.3604655E-001	1.3639598E+004
7.3650467E-001	0.0000000E+000
7.3650467E-001	1.3646323E+004
7.3711544E-001	0.0000000E+000
7.3711544E-001	1.3648854E+004
7.3755449E-001	0.0000000E+000
7.3755449E-001	1.3653564E+004
7.3812711E-001	0.0000000E+000
7.3812711E-001	1.3656568E+004
7.3856610E-001	0.0000000E+000
7.3856610E-001	1.3658640E+004
7.3904330E-001	0.0000000E+000
7.3904330E-001	1.3662777E+004
7.3950136E-001	0.0000000E+000
7.3950136E-001	1.3666146E+004
7.4007398E-001	0.0000000E+000
7.4007398E-001	1.3672166E+004
7.4047482E-001	0.0000000E+000
7.4047482E-001	1.3686506E+004
7.4093294E-001	0.0000000E+000
7.4093294E-001	1.3692940E+004
7.4160099E-001	0.0000000E+000
7.4160099E-001	1.3698867E+004
7.4211633E-001	0.0000000E+000
7.4211633E-001	1.3705276E+004
7.4265081E-001	0.0000000E+000
7.4265081E-001	1.3708073E+004
7.4314708E-001	0.0000000E+000
7.4314708E-001	1.3710126E+004
7.4349064E-001	0.0000000E+000
7.4349064E-001	1.3717942E+004
7.4412054E-001	0.0000000E+000
7.4412054E-001	1.3720567E+004
7.4457860E-001	0.0000000E+000
7.4457860E-001	1.3724138E+004
7.4511307E-001	0.0000000E+000
7.4511307E-001	1.3723370E+004
7.4557114E-001	0.0000000E+000
7.4557114E-001	1.3724025E+004
7.4608648E-001	0.0000000E+000
7.4608648E-001	1.3731492E+004
7.4654460E-001	0.0000000E+000
7.4654460E-001	1.3736575E+004
7.4707907E-001	0.0000000E+000
7.4707907E-001	1.3744969E+004
7.4757534E-001	0.0000000E+000
7.4757534E-001	1.3745638E+004
7.4812883E-001	0.0000000E+000
7.4812883E-001	1.3746432E+004
7.4870145E-001	0.0000000E+000
7.4870145E-001	1.3749786E+004
7.4912137E-001	0.0000000E+000
7.4912137E-001	1.3749378E+004
7.4975127E-001	0.0000000E+000
7.4975127E-001	1.3752117E+004
7.5011390E-001	0.0000000E+000
7.5011390E-001	1.3751336E+004
7.5061017E-001	0.0000000E+000
7.5061017E-001	1.3759120E+004
7.5114465E-001	0.0000000E+000
7.5114465E-001	1.3761456E+004
7.5158364E-001	0.0000000E+000
7.5158364E-001	1.3764913E+004
7.5221354E-001	0.0000000E+000
7.5221354E-001	1.3769744E+004
7.5253803E-001	0.0000000E+000
7.5253803E-001	1.3768571E+004
7.5299609E-001	0.0000000E+000
7.5299609E-001	1.3771633E+004
7.5356871E-001	0.0000000E+000
7.5356871E-001	1.3775688E+004
7.5400776E-001	0.0000000E+000
7.5400776E-001	1.3779234E+004
7.5456131E-001	0.0000000E+000
7.5456131E-001	1.3779133E+004
7.5507665E-001	0.0000000E+000
7.5507665E-001	1.3781317E+004
7.5542021E-001	0.0000000E+000
7.5542021E-001	1.3782910E+004
7.5601190E-001	0.0000000E+000
7.5601190E-001	1.3782842E+004
7.5652725E-001	0.0000000E+000
7.5652725E-001	1.3785624E+004
7.5698537E-001	0.0000000E+000
7.5698537E-001	1.3781760E+004
7.5757706E-001	0.0000000E+000
7.5757706E-001	1.3778535E+004
7.5811154E-001	0.0000000E+000
7.5811154E-001	1.3778094E+004
7.5855052E-001	0.0000000E+000
7.5855052E-001	1.3773970E+004
7.5918043E-001	0.0000000E+000
7.5918043E-001	1.3768013E+004
7.5952399E-001	0.0000000E+000
7.5952399E-001	1.3768679E+004
7.6007754E-001	0.0000000E+000
7.6007754E-001	1.3751984E+004
7.6055467E-001	0.0000000E+000
7.6055467E-001	1.3750196E+004
7.6112729E-001	0.0000000E+000
7.6112729E-001	1.3747104E+004
7.6158541E-001	0.0000000E+000
7.6158541E-001	1.3745524E+004
7.6213896E-001	0.0000000E+000
7.6213896E-001	1.3738092E+004
7.6267338E-001	0.0000000E+000
7.6267338E-001	1.3736964E+004
7.6299787E-001	0.0000000E+000
7.6299787E-001	1.3750970E+004
7.6358956E-001	0.0000000E+000
7.6358956E-001	1.3754573E+004
7.6404768E-001	0.0000000E+000
7.6404768E-001	1.3755479E+004
7.6458210E-001	0.0000000E+000
7.6458210E-001	1.3758564E+004
7.6507837E-001	0.0000000E+000
7.6507837E-001	1.3747777E+004
7.6567012E-001	0.0000000E+000
7.6567012E-001	1.3746267E+004
7.6610911E-001	0.0000000E+000
7.6610911E-001	1.3741104E+004
7.6649088E-001	0.0000000E+000
7.6649088E-001	1.3744101E+004
7.6700622E-001	0.0000000E+000
7.6700622E-001	1.3739792E+004
7.6757884E-001	0.0000000E+000
7.6757884E-001	1.3738534E+004
7.6799875E-001	0.0000000E+000
7.6799875E-001	1.3727683E+004
7.6851410E-001	0.0000000E+000
7.6851410E-001	1.3718362E+004
7.6904857E-001	0.0000000E+000
7.6904857E-001	1.3708205E+004
7.6965934E-001	0.0000000E+000
7.6965934E-001	1.3693229E+004
7.7011746E-001	0.0000000E+000
7.7011746E-001	1.3679206E+004
7.7061373E-001	0.0000000E+000
7.7061373E-001	1.3670414E+004
7.7101457E-001	0.0000000E+000
7.7101457E-001	1.3659753E+004
7.7160627E-001	0.0000000E+000
7.7160627E-001	1.3654898E+004
7.7210253E-001	0.0000000E+000
7.7210253E-001	1.3642310E+004
7.7259880E-001	0.0000000E+000
7.7259880E-001	1.3643634E+004
7.7311414E-001	0.0000000E+000
7.7311414E-001	1.3633979E+004
7.7355313E-001	0.0000000E+000
7.7355313E-001	1.3623921E+004
7.7393490E-001	0.0000000E+000
7.7393490E-001	1.3613865E+004
7.7446938E-001	0.0000000E+000
7.7446938E-001	1.3609577E+004
7.7506107E-001	0.0000000E+000
7.7506107E-001	1.3606075E+004
7.7555734E-001	0.0000000E+000
7.7555734E-001	1.3597158E+004
7.7609175E-001	0.0000000E+000
7.7609175E-001	1.3593153E+004
7.7666438E-001	0.0000000E+000
7.7666438E-001	1.3588990E+004
7.7714157E-001	0.0000000E+000
7.7714157E-001	1.3585137E+004
7.7754241E-001	0.0000000E+000
7.7754241E-001	1.3583619E+004
7.7817231E-001	0.0000000E+000
7.7817231E-001	1.3582020E+004
7.7853495E-001	0.0000000E+000
7.7853495E-001	1.3574369E+004
7.7901214E-001	0.0000000E+000
7.7901214E-001	1.3558852E+004
7.7964205E-001	0.0000000E+000
7.7964205E-001	1.3551364E+004
7.8013831E-001	0.0000000E+000
7.8013831E-001	1.3538158E+004
7.8048187E-001	0.0000000E+000
7.8048187E-001	1.3523989E+004
7.8105450E-001	0.0000000E+000
7.8105450E-001	1.3515878E+004
7.8155077E-001	0.0000000E+000
7.8155077E-001	1.3503391E+004
7.8198975E-001	0.0000000E+000
7.8198975E-001	1.3496458E+004
7.8260058E-001	0.0000000E+000
7.8260058E-001	1.3477219E+004
7.8313500E-001	0.0000000E+000
7.8313500E-001	1.3457992E+004
7.8366947E-001	0.0000000E+000
7.8366947E-001	1.3450367E+004
7.8401303E-001	0.0000000E+000
7.8401303E-001	1.3443780E+004
7.8458565E-001	0.0000000E+000
7.8458565E-001	1.3427464E+004
7.8506279E-001	0.0000000E+000
7.8506279E-001	1.3418836E+004
7.8555906E-001	0.0000000E+000
7.8555906E-001	1.3417747E+004
7.8599811E-001	0.0000000E+000
7.8599811E-001	1.3412337E+004
7.8658980E-001	0.0000000E+000
7.8658980E-001	1.3402053E+004
7.8697157E-001	0.0000000E+000
