0,0.14333218,0.27619046,
1,0.14283359,0.24575403,0.25070626,0.28418064,0.29463625,
2,0.14231206,0.27619267,
3,0.14230254,0.24572653,0.29066828,0.29718021,
4,0.14132404,0.27119896,0.27719495,
5,0.13984768,0.29718658,
6,0.13882782,0.28965345,0.29714417,
7,0.1378286,0.2761938,
