0,0.14284536,0.22228794,0.237738,0.23875493,0.26821631,0.26970929,0.29667753,
1,0.14183591,0.29067665,
2,0.14237034,0.20727675,0.22027637,0.22773945,0.22922504,0.24721596,0.24870053,0.25919011,0.29764464,
3,0.14181994,0.21125431,0.21272625,0.22074191,0.22820923,0.23821411,
4,0.14034393,0.21125221,0.21871971,0.25870553,0.29712507,
5,0.13978937,0.22672789,0.23223351,
6,0.13832499,0.20525774,0.20976447,0.29711661,
7,0.137325,0.22077478,0.23319313,0.29717064,
