波長 (nm),0 mV,50 mV,100 mV,150 mV,200 mV,300 mV,400 mV,500 mV,600 mV,700 mV,800 mV,100-0,200-100,300-200,400-300,500-400,600-500,700-600,800-700,800 - 500,500 - 300,Raw data name,Mod column name
435,-0.001,0.005,0.007,0.018,0.026,0.034,0.045,0.045,0.047,0.05,0.052,0.008,0.019,0.008,0.011,0,0.002,0.003,0.002,0.007,0.012,,
436,0.003,0.009,0.017,0.017,0.03,0.037,0.044,0.048,0.051,0.056,0.058,0.014,0.013,0.007,0.007,0.004,0.003,0.005,0.002,0.01,0.011,,
437,0.001,0.008,0.013,0.016,0.029,0.034,0.044,0.047,0.047,0.054,0.056,0.012,0.016,0.005,0.01,0.003,0,0.007,0.002,0.009,0.013,,
438,-0.003,0.006,0.008,0.015,0.026,0.036,0.044,0.045,0.047,0.051,0.056,0.011,0.018,0.01,0.008,0.001,0.002,0.004,0.005,0.01,0.009,,
439,-0.001,0.006,0.016,0.016,0.027,0.035,0.041,0.047,0.051,0.054,0.059,0.017,0.011,0.008,0.006,0.006,0.004,0.003,0.005,0.012,0.012,,
440,-0.002,0.008,0.011,0.018,0.029,0.039,0.045,0.047,0.051,0.054,0.056,0.013,0.018,0.01,0.006,0.002,0.004,0.003,0.002,0.009,0.008,,
441,-0.001,0.008,0.013,0.019,0.031,0.04,0.043,0.048,0.052,0.057,0.061,0.014,0.018,0.009,0.003,0.005,0.004,0.005,0.004,0.014,0.008,,
442,-0.001,0.007,0.01,0.019,0.029,0.036,0.042,0.049,0.052,0.058,0.057,0.011,0.019,0.007,0.006,0.007,0.003,0.006,-0.001,0.008,0.013,,
443,-0.002,0.009,0.012,0.016,0.03,0.038,0.046,0.044,0.052,0.055,0.058,0.014,0.018,0.008,0.008,-0.002,0.008,0.003,0.003,0.014,0.006,,
444,0.001,0.005,0.014,0.019,0.032,0.039,0.048,0.048,0.053,0.059,0.059,0.013,0.018,0.007,0.009,0,0.005,0.006,0,0.011,0.009,,
445,0.003,0.007,0.012,0.018,0.028,0.041,0.044,0.05,0.055,0.055,0.061,0.009,0.016,0.013,0.003,0.006,0.005,0,0.006,0.01,0.009,,
446,0.003,0.007,0.011,0.019,0.032,0.039,0.046,0.052,0.054,0.06,0.061,0.008,0.021,0.007,0.007,0.006,0.002,0.006,0.001,0.009,0.013,,
447,0.001,0.008,0.013,0.018,0.03,0.04,0.047,0.048,0.052,0.056,0.061,0.012,0.017,0.01,0.007,0.001,0.004,0.004,0.005,0.013,0.008,,
448,0.001,0.006,0.012,0.019,0.029,0.038,0.044,0.05,0.055,0.057,0.059,0.011,0.017,0.009,0.006,0.006,0.005,0.002,0.002,0.009,0.012,,
449,0,0.01,0.014,0.019,0.029,0.04,0.046,0.05,0.053,0.06,0.06,0.014,0.015,0.011,0.006,0.004,0.003,0.007,0,0.011,0.01,,
450,0.001,0.009,0.013,0.02,0.031,0.041,0.045,0.051,0.054,0.059,0.064,0.012,0.018,0.01,0.004,0.006,0.003,0.005,0.005,0.014,0.01,,
451,-0.002,0.008,0.015,0.019,0.034,0.038,0.045,0.051,0.055,0.063,0.063,0.017,0.019,0.004,0.007,0.006,0.004,0.008,0,0.012,0.013,,
452,0,0.009,0.012,0.021,0.031,0.039,0.048,0.05,0.055,0.061,0.066,0.012,0.019,0.008,0.009,0.002,0.005,0.006,0.005,0.016,0.011,,
453,0.003,0.007,0.013,0.021,0.032,0.041,0.049,0.053,0.057,0.06,0.065,0.01,0.019,0.009,0.008,0.004,0.004,0.003,0.005,0.012,0.012,,
454,0.002,0.005,0.008,0.016,0.029,0.039,0.045,0.051,0.055,0.06,0.061,0.006,0.021,0.01,0.006,0.006,0.004,0.005,0.001,0.011,0.011,,
455,0.003,0.011,0.016,0.021,0.033,0.042,0.046,0.053,0.059,0.061,0.067,0.013,0.017,0.009,0.004,0.007,0.006,0.002,0.006,0.014,0.011,,
456,0,0.004,0.012,0.016,0.03,0.04,0.049,0.052,0.055,0.06,0.065,0.012,0.018,0.01,0.009,0.003,0.003,0.005,0.005,0.012,0.013,,
457,0,0.005,0.011,0.017,0.03,0.037,0.042,0.051,0.056,0.06,0.065,0.011,0.019,0.007,0.005,0.009,0.005,0.004,0.005,0.013,0.015,,
458,-0.002,0.007,0.011,0.017,0.03,0.042,0.045,0.052,0.056,0.058,0.066,0.013,0.019,0.012,0.003,0.007,0.004,0.002,0.008,0.015,0.01,,
459,0,0.012,0.015,0.022,0.033,0.044,0.048,0.053,0.058,0.064,0.068,0.015,0.018,0.011,0.004,0.005,0.005,0.006,0.004,0.016,0.009,,
460,-0.002,0.006,0.013,0.016,0.032,0.041,0.046,0.053,0.059,0.061,0.065,0.015,0.019,0.009,0.005,0.007,0.006,0.002,0.004,0.011,0.012,,
461,0.002,0.005,0.011,0.017,0.031,0.039,0.044,0.051,0.055,0.063,0.062,0.009,0.02,0.008,0.005,0.007,0.004,0.008,-0.001,0.011,0.012,,
462,0.001,0.006,0.012,0.018,0.032,0.042,0.049,0.052,0.058,0.065,0.066,0.011,0.02,0.01,0.007,0.003,0.006,0.007,0.001,0.014,0.01,,
463,-0.002,0.008,0.012,0.017,0.032,0.042,0.047,0.053,0.059,0.062,0.064,0.014,0.02,0.01,0.005,0.006,0.006,0.003,0.002,0.011,0.011,,
464,0.003,0.008,0.013,0.019,0.035,0.042,0.051,0.055,0.06,0.065,0.069,0.01,0.022,0.007,0.009,0.004,0.005,0.005,0.004,0.014,0.014,,
465,0,0.007,0.012,0.021,0.033,0.042,0.048,0.056,0.058,0.064,0.065,0.012,0.021,0.009,0.006,0.008,0.002,0.006,0.001,0.009,0.014,,
466,0,0.006,0.012,0.018,0.033,0.04,0.048,0.055,0.058,0.065,0.068,0.012,0.021,0.007,0.008,0.007,0.003,0.007,0.003,0.013,0.015,,
467,-0.001,0.005,0.01,0.02,0.032,0.041,0.048,0.053,0.057,0.061,0.066,0.011,0.022,0.009,0.007,0.005,0.004,0.004,0.005,0.013,0.012,,
468,0,0.008,0.013,0.022,0.033,0.045,0.049,0.056,0.061,0.066,0.068,0.013,0.02,0.012,0.004,0.007,0.005,0.005,0.002,0.012,0.011,,
469,0.001,0.007,0.014,0.02,0.034,0.044,0.048,0.057,0.061,0.065,0.068,0.013,0.02,0.01,0.004,0.009,0.004,0.004,0.003,0.011,0.013,,
470,0.002,0.008,0.012,0.022,0.034,0.042,0.05,0.055,0.06,0.065,0.067,0.01,0.022,0.008,0.008,0.005,0.005,0.005,0.002,0.012,0.013,,
471,-0.003,0.007,0.012,0.02,0.032,0.042,0.047,0.054,0.061,0.065,0.07,0.015,0.02,0.01,0.005,0.007,0.007,0.004,0.005,0.016,0.013,,
472,0,0.007,0.012,0.019,0.032,0.044,0.048,0.054,0.06,0.064,0.069,0.012,0.02,0.012,0.004,0.006,0.006,0.004,0.005,0.015,0.01,,
473,0.002,0.008,0.014,0.022,0.036,0.046,0.052,0.058,0.062,0.068,0.072,0.012,0.022,0.01,0.006,0.006,0.004,0.006,0.004,0.014,0.012,,
474,0.004,0.011,0.016,0.024,0.038,0.045,0.054,0.061,0.064,0.069,0.073,0.012,0.022,0.007,0.009,0.007,0.003,0.005,0.004,0.012,0.016,,
475,-0.001,0.007,0.012,0.022,0.033,0.044,0.05,0.056,0.06,0.068,0.071,0.013,0.021,0.011,0.006,0.006,0.004,0.008,0.003,0.015,0.012,,
476,0.001,0.008,0.013,0.019,0.035,0.044,0.05,0.057,0.06,0.066,0.072,0.012,0.022,0.009,0.006,0.007,0.003,0.006,0.006,0.015,0.013,,
477,0.001,0.009,0.014,0.021,0.033,0.046,0.051,0.057,0.064,0.068,0.072,0.013,0.019,0.013,0.005,0.006,0.007,0.004,0.004,0.015,0.012,,
478,-0.001,0.008,0.011,0.021,0.035,0.043,0.049,0.056,0.06,0.066,0.071,0.012,0.024,0.008,0.006,0.007,0.004,0.006,0.005,0.015,0.013,,
479,0.002,0.007,0.013,0.02,0.033,0.045,0.05,0.056,0.062,0.068,0.072,0.011,0.02,0.012,0.005,0.006,0.006,0.006,0.004,0.016,0.011,,
480,0,0.007,0.011,0.02,0.035,0.044,0.051,0.058,0.061,0.067,0.073,0.011,0.024,0.009,0.007,0.007,0.003,0.006,0.006,0.015,0.014,,
481,-0.001,0.009,0.013,0.022,0.036,0.046,0.052,0.058,0.066,0.072,0.074,0.014,0.023,0.01,0.006,0.006,0.008,0.006,0.002,0.016,0.013,,
482,0.002,0.009,0.013,0.022,0.039,0.046,0.053,0.06,0.064,0.071,0.074,0.011,0.026,0.007,0.007,0.007,0.004,0.007,0.003,0.013,0.015,,
483,-0.002,0.004,0.012,0.019,0.032,0.043,0.051,0.055,0.061,0.067,0.07,0.014,0.02,0.011,0.008,0.004,0.006,0.006,0.003,0.015,0.013,,
484,0.001,0.006,0.012,0.022,0.037,0.047,0.05,0.057,0.064,0.069,0.074,0.011,0.025,0.01,0.003,0.007,0.007,0.005,0.005,0.018,0.01,,
485,-0.001,0.007,0.013,0.02,0.034,0.044,0.052,0.056,0.064,0.07,0.074,0.014,0.021,0.01,0.008,0.004,0.008,0.006,0.004,0.018,0.012,,
486,0.001,0.008,0.014,0.023,0.035,0.046,0.054,0.061,0.064,0.071,0.075,0.013,0.021,0.011,0.008,0.007,0.003,0.007,0.004,0.014,0.015,,
487,-0.001,0.008,0.012,0.02,0.034,0.045,0.05,0.058,0.065,0.072,0.073,0.013,0.022,0.011,0.005,0.008,0.007,0.007,0.001,0.015,0.014,,
488,0.002,0.007,0.015,0.022,0.038,0.046,0.053,0.061,0.065,0.07,0.076,0.013,0.023,0.008,0.007,0.008,0.004,0.005,0.006,0.015,0.015,,
489,-0.001,0.009,0.014,0.022,0.038,0.047,0.054,0.061,0.066,0.072,0.076,0.015,0.024,0.009,0.007,0.007,0.005,0.006,0.004,0.015,0.014,,
490,0.001,0.009,0.014,0.022,0.037,0.048,0.054,0.063,0.066,0.075,0.075,0.013,0.023,0.011,0.006,0.009,0.003,0.009,0,0.013,0.014,,
491,-0.001,0.007,0.012,0.02,0.035,0.047,0.053,0.059,0.064,0.07,0.075,0.013,0.023,0.012,0.006,0.006,0.005,0.006,0.005,0.016,0.012,,
492,-0.002,0.006,0.013,0.018,0.035,0.044,0.052,0.057,0.063,0.072,0.074,0.015,0.022,0.009,0.008,0.005,0.006,0.009,0.002,0.017,0.013,,
493,0,0.008,0.014,0.02,0.036,0.045,0.053,0.06,0.065,0.069,0.076,0.014,0.022,0.009,0.008,0.007,0.005,0.004,0.007,0.016,0.015,,
494,-0.003,0.006,0.011,0.018,0.032,0.044,0.05,0.057,0.063,0.07,0.074,0.014,0.021,0.012,0.006,0.007,0.006,0.007,0.004,0.017,0.013,,
495,-0.003,0.005,0.011,0.02,0.033,0.045,0.051,0.057,0.065,0.07,0.075,0.014,0.022,0.012,0.006,0.006,0.008,0.005,0.005,0.018,0.012,,
496,0.003,0.008,0.014,0.024,0.036,0.047,0.056,0.06,0.068,0.073,0.076,0.011,0.022,0.011,0.009,0.004,0.008,0.005,0.003,0.016,0.013,,
497,0,0.007,0.012,0.022,0.033,0.048,0.054,0.061,0.064,0.073,0.076,0.012,0.021,0.015,0.006,0.007,0.003,0.009,0.003,0.015,0.013,,
498,-0.001,0.006,0.013,0.019,0.035,0.046,0.052,0.06,0.065,0.072,0.075,0.014,0.022,0.011,0.006,0.008,0.005,0.007,0.003,0.016,0.014,,
499,0,0.007,0.014,0.02,0.036,0.048,0.053,0.057,0.066,0.073,0.075,0.014,0.022,0.012,0.005,0.004,0.009,0.007,0.002,0.018,0.01,,
500,0,0.008,0.016,0.022,0.036,0.047,0.054,0.061,0.068,0.072,0.078,0.016,0.02,0.011,0.007,0.007,0.007,0.004,0.006,0.017,0.013,,
501,0.001,0.009,0.013,0.02,0.036,0.046,0.052,0.059,0.066,0.072,0.077,0.012,0.023,0.01,0.006,0.007,0.007,0.006,0.005,0.018,0.012,,
502,0,0.007,0.012,0.02,0.034,0.044,0.051,0.057,0.065,0.07,0.075,0.012,0.022,0.01,0.007,0.006,0.008,0.005,0.005,0.018,0.013,,
503,0.001,0.008,0.015,0.022,0.038,0.046,0.055,0.06,0.067,0.072,0.077,0.014,0.023,0.008,0.009,0.005,0.007,0.005,0.005,0.016,0.014,,
504,-0.002,0.009,0.013,0.019,0.035,0.045,0.053,0.058,0.064,0.07,0.076,0.015,0.022,0.01,0.008,0.005,0.006,0.006,0.006,0.018,0.012,,
505,0,0.008,0.014,0.022,0.036,0.047,0.053,0.059,0.067,0.072,0.076,0.014,0.022,0.011,0.006,0.006,0.008,0.005,0.004,0.017,0.011,,
506,0.002,0.009,0.014,0.023,0.036,0.048,0.052,0.06,0.067,0.074,0.077,0.012,0.022,0.012,0.004,0.008,0.007,0.007,0.003,0.017,0.012,,
507,0.002,0.009,0.014,0.022,0.038,0.046,0.054,0.061,0.068,0.073,0.077,0.012,0.024,0.008,0.008,0.007,0.007,0.005,0.004,0.016,0.015,,
508,0,0.007,0.012,0.02,0.033,0.044,0.052,0.059,0.065,0.071,0.077,0.012,0.021,0.011,0.008,0.007,0.006,0.006,0.006,0.017,0.015,,
509,-0.001,0.004,0.012,0.02,0.033,0.044,0.052,0.057,0.063,0.072,0.075,0.013,0.021,0.011,0.008,0.005,0.006,0.009,0.003,0.019,0.012,,
510,0.002,0.008,0.015,0.02,0.035,0.046,0.053,0.059,0.067,0.071,0.075,0.013,0.02,0.011,0.007,0.006,0.008,0.004,0.004,0.016,0.013,,
511,-0.001,0.008,0.013,0.019,0.035,0.045,0.053,0.059,0.067,0.072,0.074,0.014,0.022,0.01,0.008,0.006,0.008,0.005,0.002,0.016,0.014,,
512,0.001,0.006,0.011,0.018,0.032,0.045,0.05,0.057,0.061,0.07,0.072,0.01,0.021,0.013,0.005,0.007,0.004,0.009,0.002,0.016,0.011,,
513,-0.003,0.004,0.012,0.019,0.032,0.043,0.052,0.055,0.063,0.069,0.074,0.015,0.02,0.011,0.009,0.003,0.008,0.006,0.005,0.019,0.012,,
514,-0.001,0.004,0.009,0.019,0.03,0.041,0.047,0.056,0.062,0.068,0.071,0.01,0.021,0.011,0.006,0.009,0.006,0.006,0.003,0.016,0.014,,
515,0,0.006,0.012,0.02,0.034,0.044,0.049,0.057,0.063,0.07,0.076,0.012,0.022,0.01,0.005,0.008,0.006,0.007,0.006,0.018,0.013,,
516,0,0.008,0.012,0.02,0.034,0.046,0.05,0.057,0.062,0.07,0.075,0.012,0.022,0.012,0.004,0.007,0.005,0.008,0.005,0.019,0.011,,
517,-0.003,0.005,0.009,0.019,0.03,0.04,0.049,0.054,0.06,0.066,0.073,0.012,0.021,0.01,0.009,0.005,0.006,0.006,0.007,0.019,0.014,,
518,0,0.008,0.013,0.021,0.031,0.043,0.05,0.057,0.064,0.069,0.075,0.013,0.018,0.012,0.007,0.007,0.007,0.005,0.006,0.018,0.014,,
519,0,0.004,0.009,0.015,0.029,0.041,0.045,0.054,0.062,0.067,0.07,0.009,0.02,0.012,0.004,0.009,0.008,0.005,0.003,0.016,0.013,,
520,0.001,0.005,0.01,0.02,0.032,0.042,0.049,0.056,0.063,0.07,0.074,0.009,0.022,0.01,0.007,0.007,0.007,0.007,0.004,0.018,0.014,,
521,-0.001,0.004,0.011,0.019,0.03,0.041,0.049,0.055,0.061,0.067,0.073,0.012,0.019,0.011,0.008,0.006,0.006,0.006,0.006,0.018,0.014,,
522,0,0.008,0.012,0.02,0.034,0.043,0.05,0.056,0.062,0.069,0.074,0.012,0.022,0.009,0.007,0.006,0.006,0.007,0.005,0.017,0.013,,
523,0,0.007,0.012,0.019,0.032,0.042,0.049,0.054,0.062,0.067,0.072,0.012,0.02,0.01,0.007,0.005,0.008,0.005,0.005,0.018,0.012,,
524,0,0.006,0.012,0.019,0.032,0.043,0.05,0.056,0.06,0.068,0.072,0.012,0.02,0.011,0.007,0.006,0.004,0.008,0.004,0.016,0.013,,
525,0.001,0.006,0.012,0.02,0.031,0.042,0.048,0.055,0.061,0.069,0.073,0.011,0.019,0.011,0.006,0.007,0.006,0.008,0.004,0.018,0.013,,
526,0,0.004,0.011,0.017,0.03,0.04,0.046,0.054,0.059,0.067,0.07,0.011,0.019,0.01,0.006,0.008,0.005,0.008,0.003,0.016,0.014,,
527,0,0.007,0.012,0.02,0.032,0.04,0.049,0.054,0.06,0.066,0.07,0.012,0.02,0.008,0.009,0.005,0.006,0.006,0.004,0.016,0.014,,
528,-0.001,0.008,0.011,0.017,0.028,0.04,0.046,0.052,0.058,0.064,0.07,0.012,0.017,0.012,0.006,0.006,0.006,0.006,0.006,0.018,0.012,,
529,0,0.007,0.013,0.019,0.031,0.042,0.047,0.056,0.059,0.066,0.072,0.013,0.018,0.011,0.005,0.009,0.003,0.007,0.006,0.016,0.014,,
530,0.001,0.007,0.012,0.019,0.033,0.042,0.049,0.053,0.06,0.066,0.071,0.011,0.021,0.009,0.007,0.004,0.007,0.006,0.005,0.018,0.011,,
531,-0.002,0.004,0.009,0.018,0.029,0.039,0.046,0.052,0.057,0.065,0.071,0.011,0.02,0.01,0.007,0.006,0.005,0.008,0.006,0.018,0.014,,
532,0.001,0.006,0.011,0.016,0.031,0.039,0.045,0.054,0.059,0.066,0.07,0.01,0.02,0.008,0.006,0.009,0.005,0.007,0.004,0.016,0.015,,
533,0.001,0.006,0.01,0.017,0.028,0.039,0.046,0.052,0.058,0.063,0.068,0.009,0.018,0.011,0.007,0.006,0.006,0.005,0.005,0.016,0.013,,
534,0.001,0.006,0.011,0.017,0.027,0.04,0.045,0.051,0.059,0.065,0.068,0.01,0.016,0.013,0.005,0.006,0.008,0.006,0.003,0.017,0.011,,
535,0.001,0.005,0.01,0.015,0.03,0.039,0.045,0.052,0.058,0.063,0.07,0.009,0.02,0.009,0.006,0.007,0.006,0.005,0.007,0.017,0.013,,
536,0.003,0.005,0.011,0.016,0.029,0.039,0.046,0.054,0.058,0.065,0.068,0.008,0.018,0.01,0.007,0.008,0.004,0.007,0.003,0.014,0.015,,
537,0,0.006,0.013,0.018,0.03,0.041,0.045,0.053,0.058,0.066,0.067,0.013,0.017,0.011,0.004,0.008,0.005,0.008,0.001,0.015,0.012,,
538,-0.001,0.005,0.011,0.016,0.028,0.038,0.043,0.049,0.057,0.062,0.067,0.012,0.017,0.01,0.005,0.006,0.008,0.005,0.005,0.017,0.011,,
539,0,0.006,0.01,0.017,0.029,0.038,0.044,0.05,0.056,0.062,0.066,0.01,0.019,0.009,0.006,0.006,0.006,0.006,0.004,0.016,0.013,,
540,0.001,0.007,0.01,0.016,0.029,0.039,0.045,0.051,0.058,0.063,0.066,0.009,0.019,0.01,0.006,0.006,0.007,0.005,0.003,0.015,0.012,,
541,0,0.004,0.011,0.016,0.027,0.038,0.043,0.05,0.056,0.062,0.067,0.011,0.016,0.011,0.005,0.007,0.006,0.006,0.005,0.016,0.012,,
542,0.002,0.006,0.011,0.017,0.03,0.037,0.046,0.051,0.058,0.063,0.066,0.009,0.019,0.007,0.009,0.005,0.007,0.005,0.003,0.015,0.014,,
543,-0.001,0.004,0.009,0.015,0.027,0.038,0.042,0.049,0.056,0.062,0.066,0.01,0.018,0.011,0.004,0.007,0.007,0.006,0.004,0.017,0.011,,
544,0.001,0.006,0.012,0.017,0.029,0.038,0.044,0.051,0.057,0.061,0.067,0.011,0.017,0.009,0.006,0.007,0.006,0.004,0.006,0.017,0.013,,
545,0,0.005,0.01,0.016,0.029,0.038,0.043,0.05,0.055,0.062,0.066,0.01,0.019,0.009,0.005,0.007,0.005,0.007,0.004,0.016,0.012,,
546,-0.002,0.003,0.008,0.015,0.026,0.035,0.041,0.047,0.054,0.06,0.064,0.01,0.018,0.009,0.006,0.006,0.007,0.006,0.004,0.017,0.012,,
547,-0.001,0.004,0.01,0.015,0.026,0.035,0.043,0.049,0.053,0.06,0.065,0.011,0.016,0.009,0.008,0.006,0.004,0.007,0.005,0.016,0.015,,
548,0,0.004,0.01,0.015,0.026,0.036,0.043,0.047,0.055,0.06,0.065,0.01,0.016,0.01,0.007,0.004,0.008,0.005,0.005,0.018,0.011,,
549,-0.002,0.004,0.009,0.014,0.026,0.035,0.04,0.046,0.052,0.059,0.062,0.011,0.017,0.009,0.005,0.006,0.006,0.007,0.003,0.016,0.011,,
550,-0.001,0.005,0.012,0.017,0.026,0.037,0.043,0.049,0.055,0.061,0.064,0.013,0.014,0.011,0.006,0.006,0.006,0.006,0.003,0.015,0.012,,
551,0.002,0.005,0.011,0.017,0.027,0.037,0.042,0.048,0.055,0.059,0.063,0.009,0.016,0.01,0.005,0.006,0.007,0.004,0.004,0.014,0.012,,
552,-0.002,0.004,0.009,0.015,0.025,0.034,0.04,0.045,0.052,0.056,0.063,0.011,0.016,0.009,0.006,0.005,0.007,0.004,0.007,0.018,0.011,,
553,0.002,0.006,0.012,0.017,0.027,0.035,0.043,0.048,0.053,0.06,0.065,0.01,0.015,0.008,0.008,0.005,0.005,0.007,0.005,0.016,0.013,,
554,-0.002,0.004,0.008,0.014,0.025,0.032,0.039,0.043,0.051,0.056,0.059,0.01,0.017,0.007,0.007,0.004,0.008,0.005,0.003,0.016,0.011,,
555,0,0.005,0.012,0.016,0.025,0.037,0.04,0.045,0.054,0.058,0.063,0.012,0.013,0.012,0.003,0.005,0.009,0.004,0.005,0.018,0.008,,
556,-0.001,0.003,0.008,0.014,0.024,0.034,0.04,0.045,0.051,0.056,0.06,0.009,0.016,0.01,0.006,0.005,0.006,0.005,0.004,0.015,0.011,,
557,0,0.003,0.009,0.011,0.024,0.033,0.037,0.044,0.049,0.055,0.06,0.009,0.015,0.009,0.004,0.007,0.005,0.006,0.005,0.016,0.011,,
558,-0.001,0.004,0.008,0.013,0.024,0.034,0.038,0.041,0.048,0.055,0.058,0.009,0.016,0.01,0.004,0.003,0.007,0.007,0.003,0.017,0.007,,
559,-0.002,0.002,0.009,0.012,0.023,0.032,0.036,0.042,0.048,0.054,0.057,0.011,0.014,0.009,0.004,0.006,0.006,0.006,0.003,0.015,0.01,,
560,-0.001,0.004,0.007,0.012,0.022,0.032,0.037,0.041,0.048,0.051,0.056,0.008,0.015,0.01,0.005,0.004,0.007,0.003,0.005,0.015,0.01,,
561,-0.002,0.005,0.009,0.013,0.023,0.032,0.038,0.043,0.05,0.055,0.06,0.011,0.014,0.009,0.006,0.005,0.007,0.005,0.005,0.017,0.01,,
562,-0.002,0.003,0.007,0.013,0.022,0.03,0.036,0.042,0.047,0.052,0.055,0.009,0.015,0.008,0.006,0.006,0.005,0.005,0.003,0.013,0.012,,
563,0,0.004,0.009,0.013,0.024,0.032,0.037,0.043,0.048,0.054,0.058,0.009,0.015,0.008,0.005,0.006,0.005,0.006,0.004,0.015,0.011,,
564,-0.001,0.005,0.007,0.013,0.022,0.03,0.037,0.042,0.048,0.053,0.056,0.008,0.015,0.008,0.007,0.005,0.006,0.005,0.003,0.014,0.012,,
565,0.001,0.004,0.008,0.014,0.023,0.031,0.036,0.042,0.048,0.055,0.057,0.007,0.015,0.008,0.005,0.006,0.006,0.007,0.002,0.015,0.011,,
566,0,0.005,0.009,0.014,0.021,0.03,0.037,0.041,0.048,0.053,0.057,0.009,0.012,0.009,0.007,0.004,0.007,0.005,0.004,0.016,0.011,,
567,0,0.005,0.01,0.016,0.023,0.033,0.038,0.041,0.049,0.054,0.057,0.01,0.013,0.01,0.005,0.003,0.008,0.005,0.003,0.016,0.008,,
568,-0.001,0.005,0.008,0.014,0.023,0.029,0.035,0.042,0.045,0.052,0.055,0.009,0.015,0.006,0.006,0.007,0.003,0.007,0.003,0.013,0.013,,
569,-0.001,0.004,0.007,0.012,0.019,0.026,0.034,0.037,0.044,0.051,0.053,0.008,0.012,0.007,0.008,0.003,0.007,0.007,0.002,0.016,0.011,,
570,0,0.003,0.007,0.011,0.02,0.029,0.034,0.039,0.044,0.05,0.054,0.007,0.013,0.009,0.005,0.005,0.005,0.006,0.004,0.015,0.01,,
571,0,0.005,0.009,0.014,0.023,0.029,0.035,0.04,0.046,0.053,0.055,0.009,0.014,0.006,0.006,0.005,0.006,0.007,0.002,0.015,0.011,,
572,-0.001,0.002,0.007,0.012,0.021,0.027,0.033,0.037,0.043,0.048,0.052,0.008,0.014,0.006,0.006,0.004,0.006,0.005,0.004,0.015,0.009,,
573,-0.001,0.002,0.006,0.011,0.02,0.026,0.032,0.038,0.043,0.049,0.051,0.007,0.014,0.006,0.006,0.006,0.005,0.006,0.002,0.013,0.012,,
574,0,0.003,0.009,0.011,0.019,0.028,0.034,0.038,0.043,0.049,0.053,0.009,0.01,0.009,0.006,0.004,0.005,0.006,0.004,0.015,0.01,,
575,0.001,0.004,0.007,0.011,0.019,0.028,0.034,0.039,0.044,0.048,0.052,0.006,0.012,0.009,0.006,0.005,0.005,0.004,0.004,0.013,0.011,,
576,0,0.004,0.009,0.014,0.02,0.028,0.032,0.037,0.043,0.049,0.052,0.009,0.011,0.008,0.004,0.005,0.006,0.006,0.003,0.015,0.009,,
577,0.001,0.003,0.009,0.013,0.02,0.027,0.032,0.04,0.044,0.049,0.052,0.008,0.011,0.007,0.005,0.008,0.004,0.005,0.003,0.012,0.013,,
578,-0.001,0.002,0.006,0.011,0.017,0.024,0.031,0.035,0.042,0.045,0.049,0.007,0.011,0.007,0.007,0.004,0.007,0.003,0.004,0.014,0.01,,
579,-0.002,0.001,0.006,0.01,0.017,0.025,0.029,0.034,0.039,0.045,0.048,0.008,0.011,0.008,0.004,0.005,0.005,0.006,0.003,0.014,0.009,,
580,-0.001,0.003,0.007,0.011,0.019,0.026,0.03,0.036,0.041,0.047,0.047,0.008,0.012,0.007,0.004,0.006,0.005,0.006,0,0.011,0.01,,
581,-0.001,0.003,0.008,0.012,0.019,0.026,0.031,0.035,0.041,0.045,0.049,0.009,0.011,0.007,0.005,0.004,0.006,0.004,0.004,0.014,0.009,,
582,-0.003,0.001,0.007,0.009,0.019,0.023,0.03,0.035,0.039,0.045,0.047,0.01,0.012,0.004,0.007,0.005,0.004,0.006,0.002,0.012,0.011,,
583,-0.001,0.002,0.007,0.011,0.017,0.023,0.029,0.034,0.038,0.045,0.047,0.008,0.01,0.006,0.006,0.005,0.004,0.007,0.002,0.013,0.011,,
584,0,0.004,0.006,0.01,0.017,0.025,0.029,0.035,0.039,0.044,0.047,0.006,0.011,0.008,0.004,0.006,0.004,0.005,0.003,0.012,0.011,,
585,0,0.002,0.006,0.012,0.017,0.025,0.028,0.034,0.038,0.043,0.046,0.006,0.011,0.008,0.003,0.006,0.004,0.005,0.003,0.012,0.009,,
586,0,0.003,0.007,0.011,0.018,0.026,0.03,0.034,0.039,0.044,0.048,0.007,0.011,0.008,0.004,0.004,0.005,0.005,0.004,0.014,0.008,,
587,-0.001,0.003,0.007,0.01,0.015,0.024,0.028,0.032,0.037,0.043,0.045,0.008,0.008,0.009,0.004,0.004,0.005,0.006,0.002,0.013,0.008,,
588,0.001,0.004,0.006,0.01,0.017,0.024,0.029,0.033,0.038,0.043,0.047,0.005,0.011,0.007,0.005,0.004,0.005,0.005,0.004,0.014,0.009,,
589,-0.001,0.003,0.006,0.01,0.017,0.024,0.029,0.033,0.037,0.042,0.045,0.007,0.011,0.007,0.005,0.004,0.004,0.005,0.003,0.012,0.008,,
590,0,0.004,0.007,0.011,0.016,0.023,0.026,0.031,0.035,0.041,0.044,0.007,0.009,0.007,0.003,0.005,0.004,0.006,0.003,0.013,0.008,,
591,-0.002,0.002,0.004,0.008,0.014,0.021,0.025,0.03,0.034,0.04,0.041,0.006,0.01,0.007,0.004,0.005,0.004,0.006,0.001,0.011,0.01,,
592,0,0.002,0.006,0.008,0.016,0.022,0.026,0.03,0.034,0.039,0.042,0.006,0.01,0.006,0.004,0.004,0.004,0.005,0.003,0.012,0.008,,
