波長 (nm),0 mV,50 mV,100 mV,150 mV,200 mV,300 mV,400 mV,500 mV,600 mV,700 mV,800 mV,100-0,200-100,300-200,400-300,500-400,600-500,700-600,800-700,800 - 500,500 - 300,Raw data name,Mod column name,
311,0.006330209442458332,0.008038887533980136,0.009442559468928611,0.019628281275094674,0.017881596009826695,0.018405078726808723,0.032583775496243576,0.02571825052197032,0.028639010665445268,0.02139423334304902,0.024449768905438624,0.0031123500264702737,0.008439036540898096,0.000523482716982054,0.01417869676943482,-0.006865524974273247,0.002920760143474926,-0.007244777322396258,0.0030555355623895974,-0.0011859924574541894,0.007087411443493331,20221215_1-140_017_800mV.spc - 800 mV - 500 mV,800 - 500,
312,0.005749208865465476,0.007360180354880369,0.00963261838763211,0.019493708101098614,0.01789553455116497,0.01876196070500196,0.03207983692516341,0.02539733914093495,0.028569860004877674,0.021872032501948097,0.02518838668038762,0.003883409522166625,0.00826291616353287,0.0008664261538370247,0.01331787622016142,-0.0066824977842284555,0.003172520863942702,-0.00669782750292959,0.0033163541784395154,-0.00015566910351963795,0.0064183451012116526,20221215_1-140_013_500mV.spc - 500 mV - 300 mV,500 - 300,
313,0.00506290263096844,0.006445667497457088,0.009638350395269835,0.01901605393396103,0.017719269925585746,0.018855003777221248,0.03123587780243051,0.024941397304194195,0.028265306668728785,0.022195596860445057,0.02571113625953974,0.004575447764301384,0.008080919530315927,0.0011357338516355276,0.012380874025209224,-0.006294480498236294,0.0033239093645345674,-0.00606970980828373,0.0035155393990946686,0.0007922461380143291,0.005883829626501195,nan,100-0,
314,0.004300940438871464,0.0053630422691880175,0.009486436950146622,0.01825448730913131,0.01738536505207805,0.018726982000202216,0.030112840024269404,0.024381143189402366,0.02777645616341391,0.02238846192739408,0.026043849226413215,0.005185496511275152,0.007898928101931445,0.0013416169481241958,0.011385858024067146,-0.00573169683486701,0.0033953129740115235,-0.005387994236019836,0.0036553872990191232,0.0016534659722924581,0.00547121802002222,nan,200-100,
315,0.0034929719890786502,0.0041799979775506675,0.00920355951056697,0.01726817676205824,0.0169263828496303,0.018420669430679895,0.028771665486903616,0.023747294974212928,0.0271544139953474,0.022474163211648506,0.02621235716452531,0.005710587521488319,0.007722823339063329,0.0014942865810495987,0.010350996056223718,-0.005024370512690692,0.003407119021134471,-0.0046802507836988935,0.0037381939528768025,0.0024237031044594152,0.0051678632824348454,nan,300-200,
316,0.003658812822327709,0.0049367984629384454,0.012467185761957288,0.01869744160177909,0.019448275862068272,0.01891293356254357,0.031702801092121424,0.026527050257861333,0.02867519466073313,0.024597532611992243,0.02724168267772175,0.008808372939629577,0.006981090100110986,-0.0005353422995247055,0.012789867529577862,-0.005175750834260106,0.002148144402871802,-0.00407766204874088,0.0026441500657295044,0.0006292850642127396,0.007485691172009036,nan,400-300,
317,0.0006212963899281797,0.0027259581353017517,0.009167458792597512,0.014008898776417743,0.015305693194457943,0.015081201334815926,0.027414096470825194,0.02441025381737197,0.025580746283748713,0.021001921326725917,0.024507331378298247,0.00854616240266933,0.006138234401860433,-0.00022449185964201973,0.01233289513600927,-0.0030038426534532243,0.0011704924663767397,-0.004578824957022793,0.0035054100515723293,-3.124683992314668e-05,0.00928769339670308,nan,500-400,
318,0.0003531196278693375,0.0021377287895640853,0.005492163009404191,0.01447305086459651,0.015827889574273883,0.0156579027201936,0.025487612498735063,0.02236940034381556,0.02563980179997886,0.02160906057235235,0.026069370007077645,0.005139043381534856,0.010335726564869691,-0.0001699868540802861,0.009829709778541465,-0.003118212154919497,0.003270401456163296,-0.004030741227626511,0.004460309434725293,0.0035453534229951205,0.006701486500151445,nan,600-500,
319,0.0011702902214581444,0.00098048336535541,0.006492769744159947,0.013668520578419982,0.015775204772979515,0.017645262412781252,0.023459095965213037,0.023600262918393337,0.025430478309231574,0.022211042572554573,0.02543250075841754,0.005322479522701803,0.00928243502881957,0.0018700576398017338,0.005813833552431787,0.00014116695318029562,0.0018302153908382394,-0.0032194357366770007,0.0032214581858629647,0.0017090706845989882,0.0059206188694506945,nan,700-600,
320,0.0014884214784103016,0.0017021943573667102,0.007421680655273272,0.01473738497320202,0.015679947416320606,0.01925472747497151,0.023088583274344408,0.0237658003842645,0.02600616847001626,0.02314339164728404,0.027063909394275505,0.005933259176862969,0.008258266761047335,0.0035747800586508997,0.0038338557993729035,0.0006772171099200893,0.0022403680857517646,-0.002862776822732226,0.003920517746991467,0.0031106279704721305,0.0045090504601070286,nan,800-700,
321,0.0009844271412680398,0.0027151380321568455,0.007741227626655604,0.013159773485690704,0.014983415916674557,0.0192268176762052,0.0207547780362011,0.021684194559610917,0.026991101223580796,0.023354535342298692,0.025964303771866808,0.0067568004853875655,0.007242188290018955,0.0042434017595306414,0.0015279603599958997,0.0009294165234098172,0.005306906663969879,-0.003636565881282103,0.0026097684295681143,0.004086055212862632,0.0024877136211951777,nan,nan,
322,-0.0003298614622307503,0.001868844170290153,0.006887147335422951,0.009861158863383204,0.013991202346040555,0.017450601678632202,0.018390636060268327,0.02028496309030163,0.025584690059661335,0.021491354029729234,0.025139043381534144,0.007217008797653703,0.007104055010617605,0.003459399332591645,0.0009400343816361264,0.0018943270300333037,0.005299726969359706,-0.004093336029932103,0.0036476893518049064,0.004654464556577852,0.002897057336434318,nan,nan,
323,0.00042157953281422183,0.002449388209121158,0.008338861361108004,0.00876357569016047,0.012888967539690105,0.01696248356759976,0.018062493679845647,0.01960147638790505,0.026549903933662716,0.02322722216604225,0.025569521690766605,0.007917281828293782,0.0045501061785821,0.004073516027909655,0.0011000101122458886,0.001538982708059406,0.0069484275457576666,-0.0033226817676204694,0.0023422995247243577,0.0057638790575384735,0.002692992213570537,nan,nan,
324,-0.00019031246839922575,0.0014290625948022541,0.004961775710385099,0.007932450197188511,0.0118800687632719,0.015630195166345884,0.015800788755181962,0.018572353119627204,0.024999595510161916,0.02142188290019137,0.02415400950551031,0.005152088178784325,0.0069182930528868,0.003750126403073989,0.00017059358883607248,0.002771564364445245,0.006427242390534708,-0.003577712609970547,0.002732126605318944,0.005430680554150883,0.003043179290120227,nan,nan,
325,0.0019570229547981903,0.004620588532712951,0.005088279906967156,0.009596015775103307,0.013667003741530508,0.016802406714530697,0.018371018303164476,0.01911467286884349,0.025143796137121158,0.02296228132268095,0.02541025381737193,0.003131256952168965,0.00857872383456335,0.0031354029730001915,0.0015686115886337788,0.0007436545656790101,0.006029123268277668,-0.002181514814440209,0.002447972494690984,0.006102032561431677,0.0024592982101323815,nan,nan,
326,0.0038777429467083254,0.0064777024977245145,0.006232379411467064,0.011606026898573759,0.015158357771260456,0.015443421984022099,0.019551117403174546,0.020033471534026993,0.02802012336939934,0.02478895742744375,0.027040752351096216,0.0023546364647587387,0.008925978359793392,0.0002850642127616432,0.004107695419152448,0.00048235413085244525,0.007986651835372352,-0.0032311659419555936,0.0022517949236524628,0.006813226817675965,0.004782081100212186,nan,nan,
327,0.003763272322782755,0.007215491960764228,0.006809384164222631,0.012599251693800743,0.015406310041459658,0.015704823541307963,0.019630498533723638,0.02029527758115005,0.028711800990999077,0.025675295783192532,0.02816806552735262,0.003046111841439875,0.008596925877237028,0.00029851349984830525,0.0039256749924156745,0.0006647790474264097,0.00841652340984903,-0.0030365052078065464,0.002492769744160089,0.007735969258772099,0.004769744160177805,nan,nan,
328,0.004193750632015221,0.007212862776822475,0.006692183233896009,0.014299120234603595,0.01687784406916716,0.016733036707452128,0.019237536656890805,0.022012134695114996,0.029134290625946982,0.027027808676306046,0.027332794013549433,0.0024984326018807883,0.01018566083527115,-0.00014480736171503263,0.0025044999494386808,0.0027745980382241913,0.007122155930831984,-0.002106481949640941,0.00030498533724339035,0.005202042673677638,0.005484679947416126,nan,nan,
329,0.0045566791384364855,0.008622813226817369,0.007215694205682825,0.013523814339164244,0.017799979775507506,0.018181818181817536,0.022074325007583395,0.02430073819395201,0.028352512893112553,0.02803792092223583,0.027577004752754604,0.0026590150672463403,0.010584285569824681,0.00038183840631002817,0.003892506825765864,0.0022264131863686133,0.0040517746991605395,-0.0003145919708767203,-0.0004609161694812265,0.0031778744059054375,0.006292041662453007,nan,nan,
330,0.006485590049549774,0.010085751845484521,0.008492061886944789,0.014237738901809585,0.017594397815754254,0.020037415309939622,0.024396298917988817,0.026044493882090285,0.027644048943269314,0.03012883001314485,0.028626150267973497,0.0020064718373950133,0.009102335928809463,0.0024430174941853723,0.0043588836080491935,0.0016481949641014677,0.0015995550611790305,0.002484781069875531,-0.0015026797451713498,0.0024644554555565902,0.006185761957730591,nan,nan,
331,0.005631408635857825,0.010438163616138774,0.008444534331074631,0.01349934270401408,0.017627970472241256,0.020790979876629857,0.02515350389321379,0.025249469107087787,0.027474163211648327,0.029977348569116134,0.029512488623722275,0.0028131256952168074,0.009183436141166625,0.003163009404388603,0.004362524016583928,9.596521387399766e-05,0.0022246941045605435,0.002503185357467805,-0.00046485994539385595,0.00418475073313768,0.004639700677520311,nan,nan,
332,0.0045339265850943885,0.009882697947213725,0.00830195166346416,0.012204368490241247,0.017453331985033252,0.019141268075638915,0.02405228031145632,0.02456234199615647,0.027421276165435365,0.02897289918090705,0.02949762362220544,0.0037680250783697715,0.009151380321569093,0.0016879360906056637,0.0049110122358174,0.0005100616847001532,0.0028589341692788943,0.0015516230154716806,0.0005247244412983943,0.00489695621397495,0.005601779755283448,nan,nan,
333,0.003242289412478396,0.008495398928101628,0.007296389928202793,0.01166791384366426,0.016907978562038024,0.01742127616543572,0.02201365153200447,0.023009101021336017,0.025768530690665477,0.028031954697137235,0.02824026696329154,0.004054100515724398,0.009611588633835232,0.000513297603397696,0.004592375366568751,0.0009954494893315458,0.002759429669329459,0.002263424006471757,0.00020831226615430519,0.0052337951258972755,0.005764991404590754,nan,nan,
334,0.0029572251997167513,0.007094145009606381,0.006048336535544327,0.010757002730306017,0.017134088381028815,0.01717160481342845,0.021484477702496958,0.02248912933562464,0.025639599555060268,0.027954191525936915,0.027407017898674318,0.003091111335827577,0.011085751845484486,3.751643239963419e-05,0.004312872889068508,0.0010046516331276819,0.003150470219435623,0.0023145919708766494,-0.0005471736272625956,0.004962483567600187,0.005488118111032265,nan,nan,
335,0.0019209222368287305,0.0059955506117906655,0.006190413590858307,0.010829709778541429,0.01664779047426374,0.016246435433309156,0.021268277884517392,0.022470725048032367,0.025066639700676626,0.027946708463948845,0.027667913843663693,0.004269491354029577,0.010457376883405431,-0.000401355040954582,0.005021842451208233,0.0012024471635149743,0.0025959146526442598,0.00288006876327222,-0.00027879462028515523,0.005284760845383572,0.006385276569925953,nan,nan,
336,0.0016838911922337346,0.006541005157245192,0.007105875214884973,0.012271513803215256,0.017157751036504597,0.01713894225907513,0.022613813327939325,0.022796035999594698,0.026071695823641498,0.02963737486095556,0.028803316816663954,0.005421984022651237,0.010051875821619623,-1.8808777429466818e-05,0.0054748710688642,0.00018222267165536794,0.003275659824046804,0.0035656790373140602,-0.0008340580442916074,0.0060977854181411524,0.005789766407118814,nan,nan,
337,0.0020601678632823613,0.006573060976842723,0.007295378703609811,0.012247345535442985,0.016652340984932158,0.01808110021235652,0.023149762362219824,0.023364243098391323,0.02651430882798975,0.02958094852866716,0.028930225503083204,0.0052352108403274505,0.009356962281322349,0.0014287592274243605,0.005068662149863304,0.0002144807361714957,0.003150065729598432,0.003066639700677411,-0.0006507230255839594,0.005700475275558499,0.005425523308726673,nan,nan,
338,0.0012638284963089848,0.0060711902113457245,0.006724340175952839,0.012145312974011094,0.015606026898573615,0.017204570735159665,0.0231058752148844,0.023581656385882464,0.025749924158154608,0.02966700374152994,0.02852431995146021,0.005460511679643854,0.008881686722620777,0.0015985438365860487,0.005901304479724736,0.0004757811709980617,0.0021682677722721444,0.0039170795833753285,-0.0011426837900697334,0.005007685306906485,0.006486095661846265,nan,nan,
339,0.0006371726160379993,0.005092830417635574,0.0067132167054300374,0.011482151885933456,0.015423197492162458,0.0168247547780356,0.02347628678329373,0.023791991101222734,0.025431388411365257,0.02940347861259881,0.028412680756394984,0.006076044089392036,0.008709980786732423,0.0014015572858731428,0.006651532005258131,0.00031570431792900104,0.0016393973101425235,0.0039720902012335526,-0.0009907978562038277,0.004712003235918529,0.007040853473556226,nan,nan,
340,0.00014531297401152238,0.004318333501870612,0.006682172110425487,0.011121043583779562,0.014883506926887929,0.01677227222165983,0.023785721508746242,0.023912731317624794,0.025261199312366374,0.029212357164525197,0.027860653251086075,0.006536859136413964,0.008201334816462444,0.0018887652947719017,0.0070134492870864125,0.00012700980887854745,0.0013484679947415828,0.003951157852158824,-0.0013517039134391267,0.004063504904439131,0.0071356052179186455,nan,nan,
341,4.247143290524646e-05,0.004442309636970212,0.006876428354737342,0.010811811103245646,0.01415562746485944,0.016268985741732658,0.023303569622812395,0.023649105066234365,0.025243199514611295,0.02877540701789765,0.026975932854686066,0.0068339569218320954,0.007279199110122098,0.002113358276873219,0.0070345838810797374,0.00034553544342197135,0.0015940944483769275,0.0035322075032863543,-0.0017994741632115856,0.0034079280008088566,0.007407220143593628,nan,nan,
342,-0.0007848114066133817,0.004157649914045761,0.006888866417231022,0.010493376478915592,0.014321063808271306,0.016212862776822153,0.023394984326017974,0.023050358984729687,0.02506026898574084,0.02920153706138029,0.027269693598947355,0.007673677823844403,0.007432197391040285,0.0018917989685508477,0.00718212154919582,-0.00034462534128828863,0.0020099100010111527,0.004141268075639452,-0.0019318434624329376,0.00436070381231656,0.006853473556476648,nan,nan,
343,-0.0005515218930124185,0.00446162402669617,0.007097583173222519,0.010954596015774712,0.015463848720800338,0.017047628678328847,0.02398614622307529,0.02396137122054723,0.025838102942662644,0.030527050257861187,0.028349276974415007,0.0076491050662349375,0.008366265547577818,0.0015837799575285105,0.006938517544746441,-2.4775002528060896e-05,0.0018767317221154145,0.00468894731519854,-0.002177773283446176,0.004546465770047366,0.00691657397107873,nan,nan,
344,-0.0013018505410051112,0.0039553038729900495,0.00678572150874685,0.011047527555869763,0.015953483668722256,0.017510870664373932,0.023353018505409218,0.024286985539487452,0.026220750328647055,0.030413590858528593,0.02882546263525026,0.008087572049751962,0.009167762159975404,0.0015573869956516783,0.0058421478410352855,0.0009339670340782352,0.0019337647891596033,0.004192840529881538,-0.0015881282232783338,0.004712205480837127,0.0068048336535542105,nan,nan,
345,-0.0010855496005662477,0.004190211345939784,0.006769744160177733,0.010929416523409459,0.016268985741732658,0.017826979472140125,0.02257538679340601,0.024350591566386026,0.02622509859439688,0.03023146930933253,0.028460815047020933,0.007855293760743981,0.009499241581554924,0.001557993730407468,0.004748407321265884,0.0017752047729800153,0.0018745070280108541,0.004006370714935645,-0.001770654262311597,0.004240368085751694,0.006577206997673948,nan,nan,
346,-0.000857012842552301,0.004480230559207039,0.007166043078167404,0.010810698756193364,0.016331985033875444,0.018347962382444488,0.023663363332995412,0.025257761148750234,0.02714157144301653,0.02990312468399125,0.028473960966729696,0.008023055920719705,0.009165941955708036,0.0020159773485690455,0.005315400950550928,0.0015943978157548218,0.0018838102942662892,0.002761553240974722,-0.0014291637172615529,0.0033407826878348486,0.006947214076246087,nan,nan,
347,-0.0003432096268581133,0.004647588229345572,0.007184447365759678,0.011135200728081308,0.01684285569824998,0.018686924866012075,0.0234779047426425,0.02592324805339174,0.028083426028920024,0.02972171099201027,0.029036909697642815,0.0075276569926177915,0.009658408332490301,0.0018440691677620944,0.004790979876630429,0.00244534331074923,0.002160177975528288,0.0016382849630902437,-0.0006848012943674549,0.0032296491050661192,0.007257558903832282,nan,nan,
348,0.0003968045302861623,0.0044136919809888205,0.007424309839215024,0.01149044392759591,0.017898978663160453,0.01917150369096908,0.023676003640407693,0.02602558398220152,0.02887349580341691,0.029942360198198955,0.029838911922336887,0.007027505308928862,0.010474668823945424,0.0012725250278086307,0.00450449994943861,0.002349580341793829,0.00284791182121539,0.0010688643947820427,-0.00010344827586206514,0.003917686318131117,0.006859136414197349,nan,nan,
349,0.0015754879158660583,0.005197492163009219,0.008738598442713817,0.012929719890787282,0.019095762968954724,0.020246536555768312,0.02416482960865522,0.02775589038325313,0.030165335220951495,0.03057174638487099,0.03083527151380212,0.0071631105268477584,0.01035716452624091,0.0011507735868135902,0.003918293052886906,0.00359106077459791,0.0024094448376983666,0.0004064111639194918,0.00026352512893112665,0.0032258064516127883,0.007482556375770791,nan,nan,
350,0.0015711396501162348,0.005104257255536273,0.008935584993426723,0.012792800080897511,0.01900475275558634,0.019780260895944285,0.023733946809585564,0.02766457680250685,0.030232986146222003,0.030232986146221996,0.030844979269894747,0.007364445343310487,0.010069167762159615,0.0007755081403579458,0.003953685913641279,0.003930629992921288,0.0025684093437151473,-6.776263578034403e-19,0.0006119931236727464,0.003228031145717349,0.007907776317119749,nan,nan,
351,0.0021371220548082968,0.005299423601981811,0.009669632925472401,0.012815047021943115,0.018857922944685343,0.020232076044088672,0.02406087572049666,0.02800060673475479,0.030740519769439693,0.03099797755081293,0.030907877439578228,0.007532510870664106,0.009188290019212939,0.0013741530994033284,0.0038287996764079933,0.003939731014258127,0.0027399130346849056,0.0002574577813732338,-9.010011123470186e-05,0.0030065729598542762,0.007787541713014183,nan,nan,
352,0.0022496713520072003,0.005181919304277295,0.00957113965011595,0.0128779451916266,0.018791687733845017,0.020358782485589325,0.024335928809787785,0.02822186267569926,0.030164323996358516,0.03079290120335617,0.031272828395185456,0.00732146829810875,0.009220548083729067,0.0015670947517443066,0.003977146324198463,0.003885933865911481,0.0019424613206592489,0.0006285772069976516,0.00047992719182928824,0.0031578521589643934,0.007865001516836608,nan,nan,
353,0.0024404894327029166,0.004692992213570467,0.00909232480533894,0.013659217312164544,0.01919081808069504,0.020508039235513476,0.025084032763675917,0.02870361007179592,0.030410152694912457,0.031486601274141865,0.03179118212154806,0.0066518353726360245,0.010098493275356096,0.0013172211548184384,0.004575993528162441,0.003619577308120005,0.0017065426231165333,0.0010764485792294082,0.0003045808474061982,0.0031990089998987633,0.00812771766609335,nan,nan,
354,0.0025279603599958657,0.005222873900293069,0.00955192638284929,0.013977146324198105,0.019460916169480546,0.021048437658003093,0.025768530690665477,0.028575386793405794,0.030770957629688456,0.03191536050156626,0.03221630094043772,0.007023966022853424,0.009908989786631257,0.0015875214885225442,0.0047200930326623865,0.0028068561027403184,0.0021955708362826603,0.0011444028718778033,0.0003009404388714626,0.0037538679340680227,0.0074500960663360675,nan,nan,
355,0.0027509353827484106,0.005923248053392447,0.010168975629486947,0.014673475578925555,0.019744059055515528,0.02243280412579554,0.026634745677013915,0.02948730913135702,0.031771867731822105,0.033007179694609,0.032933259176862004,0.007418040246738537,0.00957508342602858,0.002688745070280013,0.0042019415512183755,0.0028525634543431076,0.0022845586004650816,0.0012353119627868912,-7.392051774698891e-05,0.0035573869956516072,0.0069326524421071435,nan,nan,
356,0.002579431691778652,0.00515856001617941,0.009493477601374927,0.014574881181109806,0.020001415714429465,0.02299828091819111,0.02674092425927703,0.029930832237838958,0.03141915259378996,0.032690261907168415,0.03255364546465654,0.006914045909596274,0.010507938113054536,0.0029968652037616486,0.0037426433410859216,0.0031899079785619243,0.001488320355951003,0.001271109313378456,-0.0001366164425118769,0.0027296996662957867,0.006729699666295645,nan,nan,
357,0.0025592071999190106,0.005364647588229155,0.00945494994438231,0.014864091414702674,0.020740014157143563,0.023733137829911176,0.027131863686923902,0.03082768732935475,0.03233815350389206,0.03342380422691761,0.03307533623217599,0.006895742744463299,0.011285064212761252,0.0029931236727676154,0.003398725857012721,0.003695823642430852,0.00151046617453731,0.0010856507230255458,-0.0003484679947416199,0.002305895439377003,0.006871473354231729,nan,nan,
358,0.0025814541409646162,0.005442208514510879,0.009517342501769303,0.014324400849428149,0.020397107897663344,0.02381979977752974,0.02720578420467089,0.031181110324601982,0.03303246030943355,0.03381241783800062,0.03355920719991791,0.006935888360804687,0.01087976539589404,0.0034226918798663966,0.003385984427141147,0.003975326119931096,0.0018513499848315646,0.0007799575285670669,-0.0002532106380827094,0.002440388310243617,0.007122054808372684,nan,nan,
359,0.0024311861664474818,0.0056875316007683275,0.009147638790575058,0.013684902416826288,0.020444938820911397,0.024104863990291384,0.027251592678732974,0.03105116796440379,0.03293073111537955,0.03384305794316797,0.034015876226108605,0.00671645262412758,0.011297300030336334,0.003659925169379989,0.00314672868844159,0.003799575285670813,0.0018795631509757641,0.0009123268277884194,0.00017281828294063515,0.0030680554151075855,0.006653857821821989,nan,nan,
360,0.002741126504196485,0.0060292243907369685,0.009744766912730967,0.0134022651430878,0.02025240165840761,0.023675902517948395,0.027705025786226134,0.030999696632621,0.03337607442612885,0.03360137526544526,0.034724946910707634,0.007003640408534485,0.01050763474567664,0.0034235008595407813,0.004029123268277741,0.003294670846394867,0.002376377793507853,0.00022530083931640425,0.0011235716452623731,0.0038098897765192295,0.0070379209222365775,nan,nan,
361,0.002394984326018724,0.005600970775609063,0.009167559915056807,0.012545656790372693,0.0193565577914848,0.022933562544240258,0.02758347659014969,0.030421175042975958,0.03346425321063689,0.03380968753159956,0.034350793811304264,0.006772575589038083,0.010188997876427993,0.0035770047527554586,0.0046499140459094306,0.0028376984528262713,0.003043078167660929,0.00034543432096267293,0.0005411062797047033,0.004049246637678083,0.007211345939933002,nan,nan,
362,0.0022130650217412496,0.005505612296490854,0.008797249469106774,0.012557285873191989,0.01878471028415344,0.022507331378298318,0.027848923045807484,0.030330265952066875,0.03389331580543918,0.03421286277682152,0.0343713216705418,0.006584184447365525,0.009987460815046664,0.0037226210941448765,0.005341591667509164,0.0024813429062593914,0.0035630498533723073,0.0003195469713823323,0.00015845889372028977,0.0041115380726057795,0.007600364040853203,nan,nan,
363,0.0020926281727170854,0.005431085043988076,0.008986550712913018,0.0125621397512383,0.018655880271007525,0.022778238446758213,0.02787824855900396,0.030189200121345874,0.03391404590959531,0.03450854484780947,0.03441834361411547,0.006893922540195931,0.009669329558094509,0.004122358175750687,0.005100010112245748,0.002310951562341914,0.0037248457882494376,0.0005944989382141558,-9.020123369400017e-05,0.004304176357568862,0.007189402366265291,nan,nan,
364,0.001574173323895181,0.004896147234300563,0.008651228637880164,0.012087774294670416,0.01782900192132609,0.022097684295681284,0.027671048639901937,0.029586105774091376,0.033402871877842875,0.03454960056628454,0.03401820204267247,0.0070770553139849835,0.009177773283445927,0.004268682374355192,0.005573364344220653,0.0019150571341894351,0.0038167661037515066,0.0011467286884416616,-0.0005313985236120753,0.004549701688744908,0.007271918293052628,nan,nan,
