Note,Scan rate [mV/s],file no (<10),file no (>10),2,3,4,5,6,7,8,9,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58,61,64,67,70,73,76,79,82,85,88,91,94,97,100,103,106,109,112
1-115,1,4,2,0.1351628,0.13511296,0.13459018,0.13265066,0.13162951,0.13060622,0.12865606,0.12862113,0.12761056,0.12415685,0.12564676,0.1241463,0.12313997,0.12211352,0.12115169,0.11910508,0.11962577,0.11764818,0.11966816,0.11763648,0.11860774,0.11710414,0.11611056,0.11610416,0.11713283,0.11564817,0.11558671,0.11608721,0.11661531,0.11315628,0.11560369,0.11065153,0.1156069,0.10963462,0.11063877,0.10810444,0.11312444,0.11112661,0.10908959,0.10909808,0.10909592,0.10513956,0.1066294
002+003,5,5,3,0.13513735,0.13464941,0.13313471,0.13113482,0.13013755,0.12962627,0.12863237,0.12860468,0.12658624,0.12362136,0.12264048,0.12213338,0.12116334,0.11912098,0.11762687,0.11707319,0.11712189,0.11711562,0.11560589,0.11614018,0.11563223,0.11565056,0.11561966,0.11564513,0.11559425,0.11319467,0.11411739,0.11407799,0.11215699,0.11312547,0.11063465,0.11065375,0.11214424,0.11015419,0.10960876,0.10963845,0.10909627,0.10910053,0.10910707,0.10910161,0.10911646,0.10910382,0.11015843
,10,6,4,0.13462836,0.13315439,0.1316465,0.130128,0.12963703,0.12864684,0.1271106,0.12667003,0.12362558,0.1221526,0.12110714,0.11868516,0.11717147,0.11663857,0.11612534,0.11562502,0.11560193,0.11513174,0.11460472,0.11460365,0.11414111,0.11365777,0.11215173,0.11218214,0.11213362,0.11018811,0.11063782,0.11012767,0.11011812,0.11012238,0.10964625,0.10957414,0.10964412,0.10914049,0.10965155,0.10910835,0.10861341,0.10856783,0.1071303,0.10658273,0.10761769,0.10811821,0.10811608
,20,7,5,0.13263838,0.13166888,0.12957418,0.12809524,0.12715675,0.12611111,0.12359244,0.12314721,0.1221493,0.12011693,0.1166749,0.11612947,0.11563592,0.1146103,0.11314655,0.1131359,0.11261544,0.11063906,0.11060641,0.11066947,0.10965384,0.1101075,0.10915134,0.10912229,0.10914785,0.10813514,0.10765264,0.10769056,0.10667162,0.10763582,0.10710337,0.1066284,0.10663692,0.1061594,0.10612361,0.10461708,0.10361968,0.10410088,0.10311736,0.10363477,0.10364985,0.10366034,0.10415848
,40,8,6,0.1291133,0.12857594,0.12608947,0.12409041,0.12261507,0.12209153,0.12012246,0.11958756,0.11711059,0.11510949,0.11311912,0.11110423,0.11008476,0.10953429,0.10762385,0.10808382,0.10807019,0.10559207,0.10512052,0.10610881,0.10457789,0.10461045,0.10314737,0.10308708,0.10459851,0.10315321,0.10258582,0.10257117,0.10159465,0.10260063,0.10208615,0.10161713,0.10159567,0.10108643,0.10108949,0.10107008,0.098576121,0.099087372,0.098069802,0.09710405,0.098600999,0.098606452,0.10013754
,60,9,7,0.12614672,0.12564568,0.12265399,0.12114559,0.12012673,0.1186289,0.11616819,0.11565179,0.11418477,0.11111799,0.10864743,0.10761747,0.10664129,0.10517655,0.10314985,0.10465618,0.10365057,0.10217684,0.10113406,0.10263423,0.10164763,0.10168632,0.099652275,0.099143587,0.1016502,0.099652283,0.098129563,0.099145897,0.097138792,0.097668707,0.098158449,0.097654253,0.096600324,0.096639015,0.096690096,0.09711694,0.094141677,0.094584353,0.0936516,0.0936516,0.094620772,0.094655938,0.095646203
,80,10,8,0.12319142,0.1226679,0.12013169,0.11768133,0.11615402,0.11558446,0.11315458,0.11268999,0.11118574,0.10812951,0.10565769,0.10367158,0.10316407,0.10169835,0.099644162,0.10164176,0.10167433,0.09866526,0.097686015,0.099679261,0.097688392,0.098152965,0.095631398,0.095681496,0.097131446,0.095652521,0.094687387,0.095654912,0.093673922,0.094655797,0.0951249,0.094170533,0.092607751,0.093673572,0.092661269,0.09264832,0.090131514,0.090579376,0.089118525,0.090128444,0.090138674,0.090152301,0.091614872
,100,11,9,0.121211,0.1206553,0.11663569,0.11518282,0.11371765,0.11267117,0.11014833,0.10914791,0.10769975,0.10466794,0.10267071,0.10116411,0.10016637,0.098168544,0.096642815,0.097640321,0.097632028,0.095635325,0.095122874,0.096612103,0.095172666,0.095184274,0.091673464,0.091648154,0.09516146,0.091668896,0.090173729,0.091167234,0.089625396,0.090147696,0.090636156,0.090189338,0.089126527,0.089150816,0.08912348,0.089605868,0.087134063,0.087639868,0.085607074,0.085139006,0.087655932,0.086684637,0.088614188
,200,12,10,0.11017463,0.11015901,0.10569344,0.1037049,0.10168424,0.10017982,0.097126573,0.096650407,0.095131144,0.091692895,0.089666173,0.088225074,0.088164344,0.085163303,0.083213791,0.085172839,0.085624866,0.081660271,0.081188798,0.083173886,0.081680946,0.080691591,0.077177003,0.077147499,0.081193134,0.077708401,0.075679585,0.077182189,0.072676726,0.075151138,0.076695971,0.074696586,0.071691126,0.072656773,0.072162233,0.073609397,0.069089182,0.070129432,0.065665603,0.0656951,0.070692509,0.069230586,0.071156681
